province,adcode,model,bodyType,regYear,regMonth,salesVolume
11,11,16,3,2016,3,491
12,1,16,3,2016,3,2330
13,13,16,3,2016,3,1587
14,8,16,3,2016,3,1688
15,14,16,3,2016,3,870
16,15,16,3,2016,3,710
17,10,16,3,2016,3,669
18,4,16,3,2016,3,985
19,18,16,3,2016,3,312
20,21,16,3,2016,3,582
21,5,16,3,2016,3,987
0,6,28,0,2016,3,778
1,20,28,0,2016,3,415
2,3,28,0,2016,3,300
3,0,28,0,2016,3,1017
4,19,28,0,2016,3,879
5,9,28,0,2016,3,675
6,12,28,0,2016,3,1928
7,2,28,0,2016,3,314
8,16,28,0,2016,3,1042
9,17,28,0,2016,3,288
10,7,28,0,2016,3,2488
11,11,28,0,2016,3,434
12,1,28,0,2016,3,1561
13,13,28,0,2016,3,1090
14,8,28,0,2016,3,1999
15,14,28,0,2016,3,537
16,15,28,0,2016,3,575
17,10,28,0,2016,3,512
18,4,28,0,2016,3,558
19,18,28,0,2016,3,156
20,21,28,0,2016,3,468
21,5,28,0,2016,3,628
0,6,11,2,2016,3,117
1,20,11,2,2016,3,114
2,3,11,2,2016,3,123
3,0,11,2,2016,3,234
4,19,11,2,2016,3,328
5,9,11,2,2016,3,680
6,12,11,2,2016,3,802
7,2,11,2,2016,3,155
8,16,11,2,2016,3,154
9,17,11,2,2016,3,97
10,7,11,2,2016,3,454
11,11,11,2,2016,3,101
12,1,11,2,2016,3,620
13,13,11,2,2016,3,298
14,8,11,2,2016,3,158
15,14,11,2,2016,3,211
16,15,11,2,2016,3,247
17,10,11,2,2016,3,82
18,4,11,2,2016,3,279
19,18,11,2,2016,3,178
20,21,11,2,2016,3,118
21,5,11,2,2016,3,215
0,6,0,3,2016,3,554
1,20,0,3,2016,3,174
2,3,0,3,2016,3,90
3,0,0,3,2016,3,733
4,19,0,3,2016,3,439
5,9,0,3,2016,3,198
6,12,0,3,2016,3,412
7,2,0,3,2016,3,112
8,16,0,3,2016,3,1124
9,17,0,3,2016,3,133
10,7,0,3,2016,3,1400
11,11,0,3,2016,3,153
12,1,0,3,2016,3,239
13,13,0,3,2016,3,301
14,8,0,3,2016,3,1150
15,14,0,3,2016,3,276
16,15,0,3,2016,3,209
17,10,0,3,2016,3,331
18,4,0,3,2016,3,206
19,18,0,3,2016,3,226
20,21,0,3,2016,3,192
21,5,0,3,2016,3,74
0,6,20,2,2016,3,397
1,20,20,2,2016,3,159
2,3,20,2,2016,3,91
3,0,20,2,2016,3,428
4,19,20,2,2016,3,376
5,9,20,2,2016,3,169
6,12,20,2,2016,3,290
7,2,20,2,2016,3,77
8,16,20,2,2016,3,629
9,17,20,2,2016,3,86
10,7,20,2,2016,3,831
11,11,20,2,2016,3,143
12,1,20,2,2016,3,201
13,13,20,2,2016,3,163
14,8,20,2,2016,3,696
15,14,20,2,2016,3,282
16,15,20,2,2016,3,191
17,10,20,2,2016,3,246
18,4,20,2,2016,3,157
19,18,20,2,2016,3,152
20,21,20,2,2016,3,156
21,5,20,2,2016,3,84
0,6,35,2,2016,3,461
1,20,35,2,2016,3,197
2,3,35,2,2016,3,85
3,0,35,2,2016,3,597
4,19,35,2,2016,3,377
5,9,35,2,2016,3,164
6,12,35,2,2016,3,286
7,2,35,2,2016,3,78
8,16,35,2,2016,3,866
9,17,35,2,2016,3,91
10,7,35,2,2016,3,787
11,11,35,2,2016,3,129
12,1,35,2,2016,3,173
13,13,35,2,2016,3,193
14,8,35,2,2016,3,716
15,14,35,2,2016,3,265
16,15,35,2,2016,3,152
17,10,35,2,2016,3,238
18,4,35,2,2016,3,170
19,18,35,2,2016,3,138
20,21,35,2,2016,3,184
21,5,35,2,2016,3,69
0,6,41,0,2016,3,185
1,20,41,0,2016,3,65
2,3,41,0,2016,3,44
3,0,41,0,2016,3,251
4,19,41,0,2016,3,155
5,9,41,0,2016,3,93
6,12,41,0,2016,3,238
7,2,41,0,2016,3,30
8,16,41,0,2016,3,239
9,17,41,0,2016,3,29
10,7,41,0,2016,3,442
11,11,41,0,2016,3,37
12,1,41,0,2016,3,128
13,13,41,0,2016,3,126
14,8,41,0,2016,3,423
15,14,41,0,2016,3,96
16,15,41,0,2016,3,74
17,10,41,0,2016,3,60
18,4,41,0,2016,3,101
19,18,41,0,2016,3,40
20,21,41,0,2016,3,72
21,5,41,0,2016,3,71
0,6,53,3,2016,3,625
1,20,53,3,2016,3,215
2,3,53,3,2016,3,133
3,0,53,3,2016,3,713
4,19,53,3,2016,3,598
5,9,53,3,2016,3,295
6,12,53,3,2016,3,543
7,2,53,3,2016,3,129
8,16,53,3,2016,3,803
9,17,53,3,2016,3,92
10,7,53,3,2016,3,1330
11,11,53,3,2016,3,177
12,1,53,3,2016,3,446
13,13,53,3,2016,3,359
14,8,53,3,2016,3,1531
15,14,53,3,2016,3,290
16,15,53,3,2016,3,302
17,10,53,3,2016,3,249
18,4,53,3,2016,3,359
19,18,53,3,2016,3,157
20,21,53,3,2016,3,253
21,5,53,3,2016,3,325
0,6,42,2,2016,3,390
1,20,42,2,2016,3,173
2,3,42,2,2016,3,156
3,0,42,2,2016,3,418
4,19,42,2,2016,3,385
5,9,42,2,2016,3,230
6,12,42,2,2016,3,402
7,2,42,2,2016,3,141
8,16,42,2,2016,3,616
9,17,42,2,2016,3,129
10,7,42,2,2016,3,885
11,11,42,2,2016,3,172
12,1,42,2,2016,3,325
13,13,42,2,2016,3,241
14,8,42,2,2016,3,1058
15,14,42,2,2016,3,366
16,15,42,2,2016,3,288
17,10,42,2,2016,3,228
18,4,42,2,2016,3,199
19,18,42,2,2016,3,91
20,21,42,2,2016,3,153
21,5,42,2,2016,3,190
0,6,50,2,2016,3,524
1,20,50,2,2016,3,285
2,3,50,2,2016,3,139
3,0,50,2,2016,3,929
4,19,50,2,2016,3,657
5,9,50,2,2016,3,261
6,12,50,2,2016,3,514
7,2,50,2,2016,3,103
8,16,50,2,2016,3,1013
9,17,50,2,2016,3,170
10,7,50,2,2016,3,1034
11,11,50,2,2016,3,194
12,1,50,2,2016,3,365
13,13,50,2,2016,3,352
14,8,50,2,2016,3,1059
15,14,50,2,2016,3,406
16,15,50,2,2016,3,413
17,10,50,2,2016,3,232
18,4,50,2,2016,3,362
19,18,50,2,2016,3,206
20,21,50,2,2016,3,242
21,5,50,2,2016,3,276
0,6,24,3,2016,3,722
1,20,24,3,2016,3,279
2,3,24,3,2016,3,82
3,0,24,3,2016,3,673
4,19,24,3,2016,3,561
5,9,24,3,2016,3,315
6,12,24,3,2016,3,484
7,2,24,3,2016,3,81
8,16,24,3,2016,3,1135
9,17,24,3,2016,3,151
10,7,24,3,2016,3,1328
11,11,24,3,2016,3,178
12,1,24,3,2016,3,280
13,13,24,3,2016,3,309
14,8,24,3,2016,3,1725
15,14,24,3,2016,3,290
16,15,24,3,2016,3,345
17,10,24,3,2016,3,298
18,4,24,3,2016,3,306
19,18,24,3,2016,3,246
20,21,24,3,2016,3,215
21,5,24,3,2016,3,108
0,6,27,1,2016,3,248
1,20,27,1,2016,3,584
2,3,27,1,2016,3,151
3,0,27,1,2016,3,284
4,19,27,1,2016,3,753
5,9,27,1,2016,3,836
6,12,27,1,2016,3,1669
7,2,27,1,2016,3,351
8,16,27,1,2016,3,3366
9,17,27,1,2016,3,2406
10,7,27,1,2016,3,1369
11,11,27,1,2016,3,516
12,1,27,1,2016,3,863
13,13,27,1,2016,3,2609
14,8,27,1,2016,3,867
15,14,27,1,2016,3,578
16,15,27,1,2016,3,806
17,10,27,1,2016,3,474
18,4,27,1,2016,3,377
19,18,27,1,2016,3,371
20,21,27,1,2016,3,412
21,5,27,1,2016,3,439
0,6,4,3,2016,3,848
1,20,4,3,2016,3,292
2,3,4,3,2016,3,446
3,0,4,3,2016,3,346
4,19,4,3,2016,3,746
5,9,4,3,2016,3,351
6,12,4,3,2016,3,1400
7,2,4,3,2016,3,326
8,16,4,3,2016,3,223
9,17,4,3,2016,3,135
10,7,4,3,2016,3,2036
11,11,4,3,2016,3,332
12,1,4,3,2016,3,697
13,13,4,3,2016,3,507
14,8,4,3,2016,3,727
15,14,4,3,2016,3,248
16,15,4,3,2016,3,375
17,10,4,3,2016,3,319
18,4,4,3,2016,3,162
19,18,4,3,2016,3,142
20,21,4,3,2016,3,777
21,5,4,3,2016,3,262
0,6,1,3,2016,3,341
1,20,1,3,2016,3,57
2,3,1,3,2016,3,43
3,0,1,3,2016,3,160
4,19,1,3,2016,3,119
5,9,1,3,2016,3,69
6,12,1,3,2016,3,288
7,2,1,3,2016,3,25
8,16,1,3,2016,3,94
9,17,1,3,2016,3,28
10,7,1,3,2016,3,319
11,11,1,3,2016,3,53
12,1,1,3,2016,3,125
13,13,1,3,2016,3,78
14,8,1,3,2016,3,153
15,14,1,3,2016,3,36
16,15,1,3,2016,3,96
17,10,1,3,2016,3,69
18,4,1,3,2016,3,35
19,18,1,3,2016,3,28
20,21,1,3,2016,3,125
21,5,1,3,2016,3,33
0,6,51,3,2016,3,239
1,20,51,3,2016,3,78
2,3,51,3,2016,3,113
3,0,51,3,2016,3,502
4,19,51,3,2016,3,298
5,9,51,3,2016,3,173
6,12,51,3,2016,3,452
7,2,51,3,2016,3,160
8,16,51,3,2016,3,1134
9,17,51,3,2016,3,287
10,7,51,3,2016,3,715
11,11,51,3,2016,3,160
12,1,51,3,2016,3,276
13,13,51,3,2016,3,161
14,8,51,3,2016,3,571
15,14,51,3,2016,3,556
16,15,51,3,2016,3,281
17,10,51,3,2016,3,320
18,4,51,3,2016,3,322
19,18,51,3,2016,3,377
20,21,51,3,2016,3,99
21,5,51,3,2016,3,124
0,6,22,2,2016,3,381
1,20,22,2,2016,3,291
2,3,22,2,2016,3,345
3,0,22,2,2016,3,863
4,19,22,2,2016,3,697
5,9,22,2,2016,3,191
6,12,22,2,2016,3,560
7,2,22,2,2016,3,206
8,16,22,2,2016,3,1603
9,17,22,2,2016,3,357
10,7,22,2,2016,3,732
11,11,22,2,2016,3,215
12,1,22,2,2016,3,512
13,13,22,2,2016,3,442
14,8,22,2,2016,3,692
15,14,22,2,2016,3,1019
16,15,22,2,2016,3,451
17,10,22,2,2016,3,378
18,4,22,2,2016,3,785
19,18,22,2,2016,3,482
20,21,22,2,2016,3,415
21,5,22,2,2016,3,403
0,6,37,3,2016,3,148
1,20,37,3,2016,3,116
2,3,37,3,2016,3,127
3,0,37,3,2016,3,161
4,19,37,3,2016,3,394
5,9,37,3,2016,3,162
6,12,37,3,2016,3,365
7,2,37,3,2016,3,155
8,16,37,3,2016,3,1001
9,17,37,3,2016,3,173
10,7,37,3,2016,3,542
11,11,37,3,2016,3,159
12,1,37,3,2016,3,227
13,13,37,3,2016,3,207
14,8,37,3,2016,3,580
15,14,37,3,2016,3,298
16,15,37,3,2016,3,198
17,10,37,3,2016,3,273
18,4,37,3,2016,3,378
19,18,37,3,2016,3,208
20,21,37,3,2016,3,107
21,5,37,3,2016,3,139
0,6,3,3,2016,3,152
1,20,3,3,2016,3,125
2,3,3,3,2016,3,151
3,0,3,3,2016,3,458
4,19,3,3,2016,3,383
5,9,3,3,2016,3,141
6,12,3,3,2016,3,1159
7,2,3,3,2016,3,388
8,16,3,3,2016,3,6681
9,17,3,3,2016,3,777
10,7,3,3,2016,3,917
11,11,3,3,2016,3,301
12,1,3,3,2016,3,575
13,13,3,3,2016,3,966
14,8,3,3,2016,3,670
15,14,3,3,2016,3,464
16,15,3,3,2016,3,1099
17,10,3,3,2016,3,743
18,4,3,3,2016,3,2185
19,18,3,3,2016,3,130
20,21,3,3,2016,3,148
21,5,3,3,2016,3,290
0,6,32,2,2016,3,267
1,20,32,2,2016,3,218
2,3,32,2,2016,3,261
3,0,32,2,2016,3,385
4,19,32,2,2016,3,328
5,9,32,2,2016,3,248
6,12,32,2,2016,3,794
7,2,32,2,2016,3,407
8,16,32,2,2016,3,2297
9,17,32,2,2016,3,277
10,7,32,2,2016,3,864
11,11,32,2,2016,3,259
12,1,32,2,2016,3,529
13,13,32,2,2016,3,743
14,8,32,2,2016,3,591
15,14,32,2,2016,3,1120
16,15,32,2,2016,3,605
17,10,32,2,2016,3,561
18,4,32,2,2016,3,596
19,18,32,2,2016,3,151
20,21,32,2,2016,3,307
21,5,32,2,2016,3,643
0,6,46,2,2016,3,307
1,20,46,2,2016,3,287
2,3,46,2,2016,3,221
3,0,46,2,2016,3,239
4,19,46,2,2016,3,495
5,9,46,2,2016,3,362
6,12,46,2,2016,3,741
7,2,46,2,2016,3,274
8,16,46,2,2016,3,2312
9,17,46,2,2016,3,296
10,7,46,2,2016,3,1174
11,11,46,2,2016,3,286
12,1,46,2,2016,3,466
13,13,46,2,2016,3,631
14,8,46,2,2016,3,868
15,14,46,2,2016,3,859
16,15,46,2,2016,3,432
17,10,46,2,2016,3,585
18,4,46,2,2016,3,394
19,18,46,2,2016,3,154
20,21,46,2,2016,3,255
21,5,46,2,2016,3,410
0,6,29,1,2016,3,288
1,20,29,1,2016,3,26
2,3,29,1,2016,3,22
3,0,29,1,2016,3,342
4,19,29,1,2016,3,61
5,9,29,1,2016,3,96
6,12,29,1,2016,3,279
7,2,29,1,2016,3,101
8,16,29,1,2016,3,938
9,17,29,1,2016,3,27
10,7,29,1,2016,3,397
11,11,29,1,2016,3,43
12,1,29,1,2016,3,209
13,13,29,1,2016,3,183
14,8,29,1,2016,3,351
15,14,29,1,2016,3,64
16,15,29,1,2016,3,45
17,10,29,1,2016,3,100
18,4,29,1,2016,3,143
19,18,29,1,2016,3,27
20,21,29,1,2016,3,29
21,5,29,1,2016,3,94
0,6,58,2,2016,3,279
1,20,58,2,2016,3,312
2,3,58,2,2016,3,126
3,0,58,2,2016,3,302
4,19,58,2,2016,3,417
5,9,58,2,2016,3,336
6,12,58,2,2016,3,546
7,2,58,2,2016,3,255
8,16,58,2,2016,3,3265
9,17,58,2,2016,3,394
10,7,58,2,2016,3,920
11,11,58,2,2016,3,252
12,1,58,2,2016,3,454
13,13,58,2,2016,3,448
14,8,58,2,2016,3,939
15,14,58,2,2016,3,744
16,15,58,2,2016,3,522
17,10,58,2,2016,3,559
18,4,58,2,2016,3,457
19,18,58,2,2016,3,155
20,21,58,2,2016,3,111
21,5,58,2,2016,3,319
0,6,33,3,2016,3,123
1,20,33,3,2016,3,88
2,3,33,3,2016,3,148
3,0,33,3,2016,3,489
4,19,33,3,2016,3,296
5,9,33,3,2016,3,200
6,12,33,3,2016,3,450
7,2,33,3,2016,3,187
8,16,33,3,2016,3,2169
9,17,33,3,2016,3,105
10,7,33,3,2016,3,776
11,11,33,3,2016,3,153
12,1,33,3,2016,3,423
13,13,33,3,2016,3,326
14,8,33,3,2016,3,657
15,14,33,3,2016,3,597
16,15,33,3,2016,3,437
17,10,33,3,2016,3,292
18,4,33,3,2016,3,556
19,18,33,3,2016,3,192
20,21,33,3,2016,3,158
21,5,33,3,2016,3,238
0,6,55,2,2016,3,200
1,20,55,2,2016,3,35
2,3,55,2,2016,3,65
3,0,55,2,2016,3,530
4,19,55,2,2016,3,157
5,9,55,2,2016,3,65
6,12,55,2,2016,3,152
7,2,55,2,2016,3,35
8,16,55,2,2016,3,279
9,17,55,2,2016,3,33
10,7,55,2,2016,3,177
11,11,55,2,2016,3,60
12,1,55,2,2016,3,72
13,13,55,2,2016,3,115
14,8,55,2,2016,3,101
15,14,55,2,2016,3,95
16,15,55,2,2016,3,111
17,10,55,2,2016,3,75
18,4,55,2,2016,3,96
19,18,55,2,2016,3,107
20,21,55,2,2016,3,104
21,5,55,2,2016,3,72
0,6,19,2,2016,3,137
1,20,19,2,2016,3,160
2,3,19,2,2016,3,109
3,0,19,2,2016,3,168
4,19,19,2,2016,3,341
5,9,19,2,2016,3,428
6,12,19,2,2016,3,553
7,2,19,2,2016,3,172
8,16,19,2,2016,3,505
9,17,19,2,2016,3,128
10,7,19,2,2016,3,835
11,11,19,2,2016,3,250
12,1,19,2,2016,3,481
13,13,19,2,2016,3,612
14,8,19,2,2016,3,741
15,14,19,2,2016,3,249
16,15,19,2,2016,3,262
17,10,19,2,2016,3,251
18,4,19,2,2016,3,164
19,18,19,2,2016,3,103
20,21,19,2,2016,3,165
21,5,19,2,2016,3,172
0,6,5,2,2016,3,67
1,20,5,2,2016,3,157
2,3,5,2,2016,3,103
3,0,5,2,2016,3,255
4,19,5,2,2016,3,249
5,9,5,2,2016,3,259
6,12,5,2,2016,3,460
7,2,5,2,2016,3,88
8,16,5,2,2016,3,174
9,17,5,2,2016,3,55
10,7,5,2,2016,3,501
11,11,5,2,2016,3,206
12,1,5,2,2016,3,326
13,13,5,2,2016,3,344
14,8,5,2,2016,3,480
15,14,5,2,2016,3,253
16,15,5,2,2016,3,271
17,10,5,2,2016,3,110
18,4,5,2,2016,3,206
19,18,5,2,2016,3,118
20,21,5,2,2016,3,172
21,5,5,2,2016,3,155
0,6,2,3,2016,3,140
1,20,2,3,2016,3,97
2,3,2,3,2016,3,68
3,0,2,3,2016,3,494
4,19,2,3,2016,3,370
5,9,2,3,2016,3,410
6,12,2,3,2016,3,689
7,2,2,3,2016,3,124
8,16,2,3,2016,3,692
9,17,2,3,2016,3,132
10,7,2,3,2016,3,1437
11,11,2,3,2016,3,275
12,1,2,3,2016,3,527
13,13,2,3,2016,3,741
14,8,2,3,2016,3,1017
15,14,2,3,2016,3,322
16,15,2,3,2016,3,348
17,10,2,3,2016,3,232
18,4,2,3,2016,3,190
19,18,2,3,2016,3,176
20,21,2,3,2016,3,252
21,5,2,3,2016,3,136
0,6,34,3,2016,3,45
1,20,34,3,2016,3,170
2,3,34,3,2016,3,295
3,0,34,3,2016,3,230
4,19,34,3,2016,3,914
5,9,34,3,2016,3,281
6,12,34,3,2016,3,1411
7,2,34,3,2016,3,695
8,16,34,3,2016,3,851
9,17,34,3,2016,3,235
10,7,34,3,2016,3,368
11,11,34,3,2016,3,223
12,1,34,3,2016,3,1679
13,13,34,3,2016,3,746
14,8,34,3,2016,3,257
15,14,34,3,2016,3,165
16,15,34,3,2016,3,197
17,10,34,3,2016,3,327
18,4,34,3,2016,3,497
19,18,34,3,2016,3,127
20,21,34,3,2016,3,325
21,5,34,3,2016,3,325
0,6,44,2,2016,3,143
1,20,44,2,2016,3,243
2,3,44,2,2016,3,150
3,0,44,2,2016,3,424
4,19,44,2,2016,3,385
5,9,44,2,2016,3,335
6,12,44,2,2016,3,583
7,2,44,2,2016,3,151
8,16,44,2,2016,3,614
9,17,44,2,2016,3,187
10,7,44,2,2016,3,808
11,11,44,2,2016,3,209
12,1,44,2,2016,3,577
13,13,44,2,2016,3,612
14,8,44,2,2016,3,832
15,14,44,2,2016,3,282
16,15,44,2,2016,3,301
17,10,44,2,2016,3,226
18,4,44,2,2016,3,255
19,18,44,2,2016,3,137
20,21,44,2,2016,3,215
21,5,44,2,2016,3,192
0,6,15,0,2016,3,243
1,20,15,0,2016,3,291
2,3,15,0,2016,3,69
3,0,15,0,2016,3,199
4,19,15,0,2016,3,557
5,9,15,0,2016,3,450
6,12,15,0,2016,3,731
7,2,15,0,2016,3,151
8,16,15,0,2016,3,606
9,17,15,0,2016,3,278
10,7,15,0,2016,3,1579
11,11,15,0,2016,3,320
12,1,15,0,2016,3,668
13,13,15,0,2016,3,738
14,8,15,0,2016,3,865
15,14,15,0,2016,3,391
16,15,15,0,2016,3,341
17,10,15,0,2016,3,489
18,4,15,0,2016,3,145
19,18,15,0,2016,3,262
20,21,15,0,2016,3,280
21,5,15,0,2016,3,198
0,6,56,3,2016,3,375
1,20,56,3,2016,3,225
2,3,56,3,2016,3,44
3,0,56,3,2016,3,327
4,19,56,3,2016,3,488
5,9,56,3,2016,3,403
6,12,56,3,2016,3,457
7,2,56,3,2016,3,102
8,16,56,3,2016,3,1121
9,17,56,3,2016,3,249
10,7,56,3,2016,3,1427
11,11,56,3,2016,3,249
12,1,56,3,2016,3,327
13,13,56,3,2016,3,491
14,8,56,3,2016,3,993
15,14,56,3,2016,3,257
16,15,56,3,2016,3,320
17,10,56,3,2016,3,514
18,4,56,3,2016,3,156
19,18,56,3,2016,3,399
20,21,56,3,2016,3,154
21,5,56,3,2016,3,121
0,6,18,2,2016,3,439
1,20,18,2,2016,3,268
2,3,18,2,2016,3,159
3,0,18,2,2016,3,489
4,19,18,2,2016,3,509
5,9,18,2,2016,3,226
6,12,18,2,2016,3,517
7,2,18,2,2016,3,155
8,16,18,2,2016,3,1193
9,17,18,2,2016,3,248
10,7,18,2,2016,3,578
11,11,18,2,2016,3,232
12,1,18,2,2016,3,398
13,13,18,2,2016,3,596
14,8,18,2,2016,3,435
15,14,18,2,2016,3,291
16,15,18,2,2016,3,378
17,10,18,2,2016,3,290
18,4,18,2,2016,3,305
19,18,18,2,2016,3,424
20,21,18,2,2016,3,276
21,5,18,2,2016,3,363
0,6,7,3,2016,3,307
1,20,7,3,2016,3,154
2,3,7,3,2016,3,111
3,0,7,3,2016,3,412
4,19,7,3,2016,3,584
5,9,7,3,2016,3,404
6,12,7,3,2016,3,851
7,2,7,3,2016,3,144
8,16,7,3,2016,3,608
9,17,7,3,2016,3,141
10,7,7,3,2016,3,1242
11,11,7,3,2016,3,244
12,1,7,3,2016,3,511
13,13,7,3,2016,3,634
14,8,7,3,2016,3,712
15,14,7,3,2016,3,379
16,15,7,3,2016,3,360
17,10,7,3,2016,3,249
18,4,7,3,2016,3,177
19,18,7,3,2016,3,299
20,21,7,3,2016,3,254
21,5,7,3,2016,3,119
0,6,17,2,2016,3,117
1,20,17,2,2016,3,132
2,3,17,2,2016,3,183
3,0,17,2,2016,3,188
4,19,17,2,2016,3,263
5,9,17,2,2016,3,241
6,12,17,2,2016,3,548
7,2,17,2,2016,3,100
8,16,17,2,2016,3,174
9,17,17,2,2016,3,90
10,7,17,2,2016,3,420
11,11,17,2,2016,3,142
12,1,17,2,2016,3,265
13,13,17,2,2016,3,456
14,8,17,2,2016,3,179
15,14,17,2,2016,3,218
16,15,17,2,2016,3,388
17,10,17,2,2016,3,87
18,4,17,2,2016,3,129
19,18,17,2,2016,3,209
20,21,17,2,2016,3,335
21,5,17,2,2016,3,190
0,6,57,2,2016,3,199
1,20,57,2,2016,3,412
2,3,57,2,2016,3,274
3,0,57,2,2016,3,434
4,19,57,2,2016,3,1383
5,9,57,2,2016,3,408
6,12,57,2,2016,3,778
7,2,57,2,2016,3,339
8,16,57,2,2016,3,692
9,17,57,2,2016,3,209
10,7,57,2,2016,3,745
11,11,57,2,2016,3,235
12,1,57,2,2016,3,744
13,13,57,2,2016,3,715
14,8,57,2,2016,3,572
15,14,57,2,2016,3,265
16,15,57,2,2016,3,514
17,10,57,2,2016,3,218
18,4,57,2,2016,3,237
19,18,57,2,2016,3,800
20,21,57,2,2016,3,501
21,5,57,2,2016,3,176
0,6,59,2,2016,3,239
1,20,59,2,2016,3,481
2,3,59,2,2016,3,315
3,0,59,2,2016,3,478
4,19,59,2,2016,3,1148
5,9,59,2,2016,3,365
6,12,59,2,2016,3,611
7,2,59,2,2016,3,325
8,16,59,2,2016,3,689
9,17,59,2,2016,3,267
10,7,59,2,2016,3,887
11,11,59,2,2016,3,214
12,1,59,2,2016,3,562
13,13,59,2,2016,3,628
14,8,59,2,2016,3,535
15,14,59,2,2016,3,307
16,15,59,2,2016,3,596
17,10,59,2,2016,3,235
18,4,59,2,2016,3,230
19,18,59,2,2016,3,1012
20,21,59,2,2016,3,513
21,5,59,2,2016,3,173
0,6,54,1,2016,3,81
1,20,54,1,2016,3,1751
2,3,54,1,2016,3,83
3,0,54,1,2016,3,229
4,19,54,1,2016,3,1205
5,9,54,1,2016,3,323
6,12,54,1,2016,3,721
7,2,54,1,2016,3,270
8,16,54,1,2016,3,1291
9,17,54,1,2016,3,173
10,7,54,1,2016,3,992
11,11,54,1,2016,3,183
12,1,54,1,2016,3,811
13,13,54,1,2016,3,1260
14,8,54,1,2016,3,934
15,14,54,1,2016,3,859
16,15,54,1,2016,3,656
17,10,54,1,2016,3,270
18,4,54,1,2016,3,331
19,18,54,1,2016,3,1037
20,21,54,1,2016,3,321
21,5,54,1,2016,3,134
0,6,48,3,2016,3,116
1,20,48,3,2016,3,124
2,3,48,3,2016,3,100
3,0,48,3,2016,3,520
4,19,48,3,2016,3,939
5,9,48,3,2016,3,164
6,12,48,3,2016,3,501
7,2,48,3,2016,3,200
8,16,48,3,2016,3,374
9,17,48,3,2016,3,162
10,7,48,3,2016,3,606
11,11,48,3,2016,3,127
12,1,48,3,2016,3,446
13,13,48,3,2016,3,500
14,8,48,3,2016,3,280
15,14,48,3,2016,3,139
16,15,48,3,2016,3,398
17,10,48,3,2016,3,105
18,4,48,3,2016,3,64
19,18,48,3,2016,3,570
20,21,48,3,2016,3,384
21,5,48,3,2016,3,20
0,6,45,3,2016,3,766
1,20,45,3,2016,3,301
2,3,45,3,2016,3,210
3,0,45,3,2016,3,210
4,19,45,3,2016,3,978
5,9,45,3,2016,3,521
6,12,45,3,2016,3,1597
7,2,45,3,2016,3,332
8,16,45,3,2016,3,1067
9,17,45,3,2016,3,289
10,7,45,3,2016,3,2036
11,11,45,3,2016,3,401
12,1,45,3,2016,3,745
13,13,45,3,2016,3,1036
14,8,45,3,2016,3,854
15,14,45,3,2016,3,611
16,15,45,3,2016,3,532
17,10,45,3,2016,3,172
18,4,45,3,2016,3,182
19,18,45,3,2016,3,210
20,21,45,3,2016,3,391
21,5,45,3,2016,3,110
0,6,38,2,2016,3,149
1,20,38,2,2016,3,107
2,3,38,2,2016,3,55
3,0,38,2,2016,3,85
4,19,38,2,2016,3,228
5,9,38,2,2016,3,134
6,12,38,2,2016,3,124
7,2,38,2,2016,3,17
8,16,38,2,2016,3,429
9,17,38,2,2016,3,156
10,7,38,2,2016,3,341
11,11,38,2,2016,3,64
12,1,38,2,2016,3,90
13,13,38,2,2016,3,107
14,8,38,2,2016,3,242
15,14,38,2,2016,3,162
16,15,38,2,2016,3,254
17,10,38,2,2016,3,88
18,4,38,2,2016,3,120
19,18,38,2,2016,3,110
20,21,38,2,2016,3,179
21,5,38,2,2016,3,89
0,6,13,2,2016,4,266
1,20,13,2,2016,4,216
2,3,13,2,2016,4,149
3,0,13,2,2016,4,404
4,19,13,2,2016,4,373
5,9,13,2,2016,4,155
6,12,13,2,2016,4,482
7,2,13,2,2016,4,211
8,16,13,2,2016,4,2080
9,17,13,2,2016,4,259
10,7,13,2,2016,4,629
11,11,13,2,2016,4,143
12,1,13,2,2016,4,254
13,13,13,2,2016,4,394
14,8,13,2,2016,4,483
15,14,13,2,2016,4,368
16,15,13,2,2016,4,266
17,10,13,2,2016,4,287
18,4,13,2,2016,4,807
19,18,13,2,2016,4,106
20,21,13,2,2016,4,259
21,5,13,2,2016,4,356
0,6,14,3,2016,4,342
1,20,14,3,2016,4,246
2,3,14,3,2016,4,191
3,0,14,3,2016,4,412
4,19,14,3,2016,4,758
5,9,14,3,2016,4,232
6,12,14,3,2016,4,1100
7,2,14,3,2016,4,314
8,16,14,3,2016,4,7234
9,17,14,3,2016,4,658
10,7,14,3,2016,4,1655
11,11,14,3,2016,4,359
12,1,14,3,2016,4,591
13,13,14,3,2016,4,698
14,8,14,3,2016,4,1539
15,14,14,3,2016,4,713
16,15,14,3,2016,4,683
17,10,14,3,2016,4,1127
18,4,14,3,2016,4,1870
19,18,14,3,2016,4,213
20,21,14,3,2016,4,320
21,5,14,3,2016,4,626
0,6,10,2,2016,4,184
1,20,10,2,2016,4,260
2,3,10,2,2016,4,228
3,0,10,2,2016,4,670
4,19,10,2,2016,4,327
5,9,10,2,2016,4,116
6,12,10,2,2016,4,317
7,2,10,2,2016,4,161
8,16,10,2,2016,4,1472
9,17,10,2,2016,4,157
10,7,10,2,2016,4,393
11,11,10,2,2016,4,95
12,1,10,2,2016,4,302
