province,adcode,model,regYear,regMonth,popularity
10,7,58,2016,9,4914
10,7,58,2016,10,5006
10,7,58,2016,11,4486
10,7,58,2016,12,4660
10,7,58,2017,1,4424
10,7,58,2017,2,5594
10,7,58,2017,3,4268
10,7,58,2017,4,2980
10,7,58,2017,5,2899
10,7,58,2017,6,2520
10,7,58,2017,7,2420
10,7,58,2017,8,2921
10,7,58,2017,9,3131
10,7,58,2017,10,3715
10,7,58,2017,11,3337
10,7,58,2017,12,2414
10,7,54,2016,1,1942
10,7,54,2016,2,1393
10,7,54,2016,3,1316
10,7,54,2016,4,1166
10,7,54,2016,5,1229
10,7,54,2016,6,1174
10,7,54,2016,7,1217
10,7,54,2016,8,1312
10,7,54,2016,9,1504
10,7,54,2016,10,1587
10,7,54,2016,11,2840
10,7,54,2016,12,3779
10,7,54,2017,1,1900
10,7,54,2017,2,2438
10,7,54,2017,3,3286
10,7,54,2017,4,4571
10,7,54,2017,5,3575
10,7,54,2017,6,3221
10,7,54,2017,7,2972
10,7,54,2017,8,2387
10,7,54,2017,9,716
10,7,54,2017,10,2971
10,7,54,2017,11,3733
10,7,54,2017,12,5149
10,7,47,2016,1,3042
10,7,47,2016,2,3898
10,7,47,2016,3,3285
10,7,47,2016,4,2794
10,7,47,2016,5,2328
10,7,47,2016,6,2080
10,7,47,2016,7,2021
10,7,47,2016,8,1911
10,7,47,2016,9,1840
10,7,47,2016,10,1919
10,7,47,2016,11,1854
10,7,47,2016,12,1832
10,7,47,2017,1,2091
10,7,47,2017,2,2576
10,7,47,2017,3,2265
10,7,47,2017,4,1941
10,7,47,2017,5,2275
10,7,47,2017,6,2137
10,7,47,2017,7,2196
10,7,47,2017,8,2268
10,7,47,2017,9,2282
10,7,47,2017,10,2610
10,7,47,2017,11,2677
10,7,47,2017,12,2893
10,7,33,2016,1,3074
10,7,33,2016,2,2577
10,7,33,2016,3,2734
10,7,33,2016,4,2288
10,7,33,2016,5,2283
10,7,33,2016,6,1933
10,7,33,2016,7,1989
10,7,33,2016,8,2120
10,7,33,2016,9,2285
10,7,33,2016,10,2651
10,7,33,2016,11,2448
10,7,33,2016,12,2811
10,7,33,2017,1,2750
10,7,33,2017,2,3818
10,7,33,2017,3,3530
10,7,33,2017,4,2816
10,7,33,2017,5,2938
10,7,33,2017,6,3108
10,7,33,2017,7,3310
10,7,33,2017,8,3632
10,7,33,2017,9,3656
10,7,33,2017,10,3749
10,7,33,2017,11,3315
10,7,33,2017,12,3705
10,7,56,2016,1,9913
10,7,56,2016,2,10892
10,7,56,2016,3,8795
10,7,56,2016,4,6892
10,7,56,2016,5,5716
10,7,56,2016,6,5462
10,7,56,2016,7,6992
10,7,56,2016,8,7215
10,7,56,2016,9,8163
10,7,56,2016,10,9361
10,7,56,2016,11,8717
10,7,56,2016,12,8640
10,7,56,2017,1,7714
10,7,56,2017,2,9600
10,7,56,2017,3,7829
10,7,56,2017,4,5344
10,7,56,2017,5,5335
10,7,56,2017,6,5226
10,7,56,2017,7,4746
10,7,56,2017,8,4906
10,7,56,2017,9,4751
10,7,56,2017,10,4889
10,7,56,2017,11,4965
10,7,56,2017,12,4836
10,7,15,2016,1,4611
10,7,15,2016,2,4948
10,7,15,2016,3,4068
10,7,15,2016,4,3298
10,7,15,2016,5,3576
10,7,15,2016,6,3295
10,7,15,2016,7,3596
10,7,15,2016,8,3700
10,7,15,2016,9,3687
10,7,15,2016,10,4243
10,7,15,2016,11,3768
10,7,15,2016,12,3818
10,7,15,2017,1,3183
10,7,15,2017,2,4005
10,7,15,2017,3,2914
10,7,15,2017,4,2641
10,7,15,2017,5,3003
10,7,15,2017,6,2429
10,7,15,2017,7,2643
10,7,15,2017,8,3053
10,7,15,2017,9,2910
10,7,15,2017,10,3099
10,7,15,2017,11,2364
10,7,15,2017,12,2709
10,7,13,2016,1,3670
10,7,13,2016,2,4867
10,7,13,2016,3,4038
10,7,13,2016,4,3045
10,7,13,2016,5,3053
10,7,13,2016,6,2731
10,7,13,2016,7,2868
10,7,13,2016,8,3109
10,7,13,2016,9,3697
10,7,13,2016,10,3804
10,7,13,2016,11,3658
10,7,13,2016,12,3404
10,7,13,2017,1,3351
10,7,13,2017,2,4025
10,7,13,2017,3,2667
10,7,13,2017,4,2057
10,7,13,2017,5,2134
10,7,13,2017,6,2026
10,7,13,2017,7,1649
10,7,13,2017,8,1772
10,7,13,2017,9,1846
10,7,13,2017,10,2555
10,7,13,2017,11,1873
10,7,13,2017,12,2054
10,7,18,2016,1,5010
10,7,18,2016,2,5162
10,7,18,2016,3,5134
10,7,18,2016,4,3975
10,7,18,2016,5,4009
10,7,18,2016,6,4248
10,7,18,2016,7,4029
10,7,18,2016,8,4177
10,7,18,2016,9,4756
10,7,18,2016,10,5340
10,7,18,2016,11,4689
10,7,18,2016,12,5117
10,7,18,2017,1,4667
10,7,18,2017,2,5886
10,7,18,2017,3,4430
10,7,18,2017,4,3641
10,7,18,2017,5,3560
10,7,18,2017,6,3549
10,7,18,2017,7,2980
10,7,18,2017,8,3263
10,7,18,2017,9,3771
10,7,18,2017,10,3913
10,7,18,2017,11,2958
10,7,18,2017,12,3108
10,7,50,2016,1,9648
10,7,50,2016,2,10989
10,7,50,2016,3,9907
10,7,50,2016,4,9022
10,7,50,2016,5,9456
10,7,50,2016,6,8239
10,7,50,2016,7,8432
10,7,50,2016,8,8938
10,7,50,2016,9,9564
10,7,50,2016,10,10367
10,7,50,2016,11,8928
10,7,50,2016,12,9789
10,7,50,2017,1,10541
10,7,50,2017,2,12061
10,7,50,2017,3,10471
10,7,50,2017,4,9615
10,7,50,2017,5,10059
10,7,50,2017,6,9788
10,7,50,2017,7,9923
10,7,50,2017,8,10803
10,7,50,2017,9,10224
10,7,50,2017,10,10503
10,7,50,2017,11,8948
10,7,50,2017,12,9594
10,7,53,2016,1,15351
10,7,53,2016,2,17751
10,7,53,2016,3,16765
10,7,53,2016,4,14664
10,7,53,2016,5,14547
10,7,53,2016,6,12381
10,7,53,2016,7,13243
10,7,53,2016,8,14193
10,7,53,2016,9,15864
10,7,53,2016,10,15416
10,7,53,2016,11,13478
10,7,53,2016,12,14272
10,7,53,2017,1,13691
10,7,53,2017,2,16824
10,7,53,2017,3,14179
10,7,53,2017,4,12550
10,7,53,2017,5,12762
10,7,53,2017,6,12806
10,7,53,2017,7,13430
10,7,53,2017,8,13919
10,7,53,2017,9,12720
10,7,53,2017,10,12690
10,7,53,2017,11,11617
10,7,53,2017,12,11658
10,7,25,2016,1,6905
10,7,25,2016,2,6059
10,7,25,2016,3,5759
10,7,25,2016,4,5284
10,7,25,2016,5,4696
10,7,25,2016,6,3848
10,7,25,2016,7,4316
10,7,25,2016,8,4849
10,7,25,2016,9,5628
10,7,25,2016,10,5846
10,7,25,2016,11,5000
10,7,25,2016,12,4994
10,7,25,2017,1,4494
10,7,25,2017,2,5500
10,7,25,2017,3,4726
10,7,25,2017,4,5136
10,7,25,2017,5,4652
10,7,25,2017,6,4541
10,7,25,2017,7,5673
10,7,25,2017,8,5688
10,7,25,2017,9,5228
10,7,25,2017,10,5165
10,7,25,2017,11,4112
10,7,25,2017,12,4156
10,7,24,2016,1,7315
10,7,24,2016,2,7345
10,7,24,2016,3,6972
10,7,24,2016,4,7796
10,7,24,2016,5,8495
10,7,24,2016,6,6323
10,7,24,2016,7,6249
10,7,24,2016,8,6503
10,7,24,2016,9,6810
10,7,24,2016,10,7306
10,7,24,2016,11,7151
10,7,24,2016,12,7191
10,7,24,2017,1,6932
10,7,24,2017,2,8343
10,7,24,2017,3,6049
10,7,24,2017,4,5037
10,7,24,2017,5,5302
10,7,24,2017,6,5045
10,7,24,2017,7,5107
10,7,24,2017,8,5091
10,7,24,2017,9,4780
10,7,24,2017,10,5152
10,7,24,2017,11,4633
10,7,24,2017,12,5452
10,7,10,2016,1,1790
10,7,10,2016,2,2261
10,7,10,2016,3,1983
10,7,10,2016,4,1810
10,7,10,2016,5,1825
10,7,10,2016,6,1614
10,7,10,2016,7,1616
10,7,10,2016,8,1591
10,7,10,2016,9,1737
10,7,10,2016,10,2008
10,7,10,2016,11,1711
10,7,10,2016,12,1827
10,7,10,2017,1,1862
10,7,10,2017,2,2549
10,7,10,2017,3,1533
10,7,10,2017,4,1413
10,7,10,2017,5,1511
10,7,10,2017,6,1576
10,7,10,2017,7,1623
10,7,10,2017,8,1893
10,7,10,2017,9,1668
10,7,10,2017,10,1672
10,7,10,2017,11,1921
10,7,10,2017,12,1671
10,7,42,2016,1,6746
10,7,42,2016,2,7372
10,7,42,2016,3,6855
10,7,42,2016,4,6716
10,7,42,2016,5,7048
10,7,42,2016,6,6565
10,7,42,2016,7,6778
10,7,42,2016,8,7564
10,7,42,2016,9,7787
10,7,42,2016,10,7999
10,7,42,2016,11,7097
10,7,42,2016,12,7264
10,7,42,2017,1,7328
10,7,42,2017,2,8957
10,7,42,2017,3,7851
10,7,42,2017,4,7021
10,7,42,2017,5,7511
10,7,42,2017,6,6811
10,7,42,2017,7,6794
10,7,42,2017,8,8453
10,7,42,2017,9,7881
10,7,42,2017,10,7432
10,7,42,2017,11,6172
10,7,42,2017,12,6625
10,7,43,2016,1,1647
10,7,43,2016,2,1669
10,7,43,2016,3,1732
10,7,43,2016,4,1512
10,7,43,2016,5,1499
10,7,43,2016,6,1244
10,7,43,2016,7,1331
10,7,43,2016,8,1526
10,7,43,2016,9,1620
10,7,43,2016,10,2182
10,7,43,2016,11,2421
10,7,43,2016,12,2142
10,7,43,2017,1,2223
10,7,43,2017,2,2560
10,7,43,2017,3,2778
10,7,43,2017,4,2350
10,7,43,2017,5,2428
10,7,43,2017,6,2352
10,7,43,2017,7,2321
10,7,43,2017,8,2543
10,7,43,2017,9,2913
10,7,43,2017,10,3208
10,7,43,2017,11,2540
10,7,43,2017,12,2481
10,7,29,2016,1,569
10,7,29,2016,2,786
10,7,29,2016,3,796
10,7,29,2016,4,664
10,7,29,2016,5,819
10,7,29,2016,6,637
10,7,29,2016,7,577
10,7,29,2016,8,588
10,7,29,2016,9,611
10,7,29,2016,10,625
10,7,29,2016,11,614
10,7,29,2016,12,636
10,7,29,2017,1,587
10,7,29,2017,2,693
10,7,29,2017,3,644
10,7,29,2017,4,599
10,7,29,2017,5,626
10,7,29,2017,6,604
10,7,29,2017,7,688
10,7,29,2017,8,700
10,7,29,2017,9,710
10,7,29,2017,10,757
10,7,29,2017,11,695
10,7,29,2017,12,852
10,7,41,2016,1,10518
10,7,41,2016,2,11255
10,7,41,2016,3,11615
10,7,41,2016,4,10319
10,7,41,2016,5,10769
10,7,41,2016,6,8771
10,7,41,2016,7,9105
10,7,41,2016,8,10148
10,7,41,2016,9,10321
10,7,41,2016,10,11215
10,7,41,2016,11,10991
10,7,41,2016,12,10706
10,7,41,2017,1,9909
10,7,41,2017,2,12819
10,7,41,2017,3,11725
10,7,41,2017,4,11846
10,7,41,2017,5,13076
10,7,41,2017,6,11467
10,7,41,2017,7,10935
10,7,41,2017,8,11373
10,7,41,2017,9,10734
10,7,41,2017,10,10979
10,7,41,2017,11,9217
10,7,41,2017,12,9653
10,7,1,2016,1,1599
10,7,1,2016,2,2092
10,7,1,2016,3,1859
10,7,1,2016,4,1504
10,7,1,2016,5,1385
10,7,1,2016,6,1374
10,7,1,2016,7,1419
10,7,1,2016,8,7177
10,7,1,2016,9,8289
10,7,1,2016,10,11330
10,7,1,2016,11,9429
10,7,1,2016,12,8624
10,7,1,2017,1,7339
10,7,1,2017,2,1575
10,7,1,2017,3,1791
10,7,1,2017,4,1744
10,7,1,2017,5,1595
10,7,1,2017,6,1445
10,7,1,2017,7,1495
10,7,1,2017,8,1304
10,7,1,2017,9,1259
10,7,1,2017,10,1493
10,7,1,2017,11,1317
10,7,1,2017,12,1332
4,19,6,2016,1,8433
4,19,6,2016,2,8463
4,19,6,2016,3,7095
4,19,6,2016,4,5723
4,19,6,2016,5,7685
4,19,6,2016,6,7243
4,19,6,2016,7,6961
4,19,6,2016,8,7852
4,19,6,2016,9,9769
4,19,6,2016,10,11468
4,19,6,2016,11,10585
4,19,6,2016,12,11477
4,19,6,2017,1,12256
4,19,6,2017,2,17050
4,19,6,2017,3,4712
4,19,6,2017,4,2598
4,19,6,2017,5,2920
4,19,6,2017,6,3568
4,19,6,2017,7,3088
4,19,6,2017,8,2984
4,19,6,2017,9,3105
4,19,6,2017,10,2678
4,19,6,2017,11,2519
4,19,6,2017,12,2396
4,19,23,2016,1,2861
4,19,23,2016,2,3216
4,19,23,2016,3,2863
4,19,23,2016,4,2915
4,19,23,2016,5,3875
4,19,23,2016,6,3816
4,19,23,2016,7,4115
4,19,23,2016,8,4615
4,19,23,2016,9,5862
4,19,23,2016,10,6240
4,19,23,2016,11,5605
4,19,23,2016,12,5900
4,19,23,2017,1,6667
4,19,23,2017,2,8554
4,19,23,2017,3,3136
4,19,23,2017,4,2581
4,19,23,2017,5,3001
4,19,23,2017,6,3033
4,19,23,2017,7,2814
4,19,23,2017,8,2869
4,19,23,2017,9,2833
4,19,23,2017,10,3387
4,19,23,2017,11,3194
4,19,23,2017,12,3203
4,19,21,2016,1,9483
4,19,21,2016,2,11873
4,19,21,2016,3,9905
4,19,21,2016,4,9206
4,19,21,2016,5,8953
4,19,21,2016,6,8534
4,19,21,2016,7,10103
4,19,21,2016,8,10387
4,19,21,2016,9,12130
4,19,21,2016,10,12958
4,19,21,2016,11,10936
4,19,21,2016,12,10243
4,19,21,2017,1,11752
4,19,21,2017,2,14741
4,19,21,2017,3,5705
4,19,21,2017,4,4797
4,19,21,2017,5,7067
4,19,21,2017,6,6432
4,19,21,2017,7,6859
4,19,21,2017,8,7596
4,19,21,2017,9,6386
4,19,21,2017,10,6189
4,19,21,2017,11,5723
4,19,21,2017,12,5833
4,19,3,2016,1,1453
4,19,3,2016,2,1742
4,19,3,2016,3,1681
4,19,3,2016,4,1547
4,19,3,2016,5,1630
4,19,3,2016,6,1607
4,19,3,2016,7,1678
4,19,3,2016,8,1815
4,19,3,2016,9,2189
4,19,3,2016,10,2377
4,19,3,2016,11,2147
4,19,3,2016,12,2482
4,19,3,2017,1,2744
4,19,3,2017,2,3559
4,19,3,2017,3,931
4,19,3,2017,4,782
4,19,3,2017,5,965
4,19,3,2017,6,1035
4,19,3,2017,7,993
4,19,3,2017,8,1143
4,19,3,2017,9,1163
4,19,3,2017,10,1093
4,19,3,2017,11,999
4,19,3,2017,12,1011
4,19,9,2016,1,3683
4,19,9,2016,2,4255
4,19,9,2016,3,3708
4,19,9,2016,4,5210
4,19,9,2016,5,5586
4,19,9,2016,6,5696
4,19,9,2016,7,5395
4,19,9,2016,8,6487
4,19,9,2016,9,8704
4,19,9,2016,10,10349
4,19,9,2016,11,15255
4,19,9,2016,12,19610
4,19,9,2017,1,24086
4,19,9,2017,2,19795
4,19,9,2017,3,12347
4,19,9,2017,4,12065
4,19,9,2017,5,7508
4,19,9,2017,6,5613
4,19,9,2017,7,21790
4,19,9,2017,8,12234
4,19,9,2017,9,2910
4,19,9,2017,10,3361
4,19,9,2017,11,5166
4,19,9,2017,12,6299
4,19,45,2016,1,2791
4,19,45,2016,2,3097
4,19,45,2016,3,2306
4,19,45,2016,4,1749
4,19,45,2016,5,1552
4,19,45,2016,6,1481
4,19,45,2016,7,1518
4,19,45,2016,8,1644
4,19,45,2016,9,1982
4,19,45,2016,10,1967
4,19,45,2016,11,1766
4,19,45,2016,12,1759
4,19,45,2017,1,1716
4,19,45,2017,2,2079
4,19,45,2017,3,792
4,19,45,2017,4,632
4,19,45,2017,5,669
4,19,45,2017,6,695
4,19,45,2017,7,575
4,19,45,2017,8,634
4,19,45,2017,9,577
4,19,45,2017,10,524
4,19,45,2017,11,459
4,19,45,2017,12,494
4,19,14,2016,1,3757
4,19,14,2016,2,4368
4,19,14,2016,3,3834
4,19,14,2016,4,3539
4,19,14,2016,5,3964
4,19,14,2016,6,3763
4,19,14,2016,7,3645
4,19,14,2016,8,4041
4,19,14,2016,9,5205
4,19,14,2016,10,5499
4,19,14,2016,11,4540
4,19,14,2016,12,4977
4,19,14,2017,1,5695
4,19,14,2017,2,7707
4,19,14,2017,3,2251
4,19,14,2017,4,1823
4,19,14,2017,5,2085
4,19,14,2017,6,2221
4,19,14,2017,7,2115
4,19,14,2017,8,2429
4,19,14,2017,9,2353
4,19,14,2017,10,2350
4,19,14,2017,11,2337
4,19,14,2017,12,2402
4,19,8,2016,1,1214
4,19,8,2016,2,1515
4,19,8,2016,3,1090
4,19,8,2016,4,1071
4,19,8,2016,5,1282
4,19,8,2016,6,1080
4,19,8,2016,7,988
4,19,8,2016,8,1023
4,19,8,2016,9,1165
4,19,8,2016,10,1307
4,19,8,2016,11,1155
4,19,8,2016,12,1215
4,19,8,2017,1,1605
4,19,8,2017,2,2130
4,19,8,2017,3,733
4,19,8,2017,4,714
4,19,8,2017,5,788
4,19,8,2017,6,840
4,19,8,2017,7,742
4,19,8,2017,8,846
4,19,8,2017,9,1016
4,19,8,2017,10,906
4,19,8,2017,11,819
4,19,8,2017,12,1312
4,19,57,2016,1,7793
4,19,57,2016,2,8661
4,19,57,2016,3,6410
4,19,57,2016,4,5185
4,19,57,2016,5,5519
4,19,57,2016,6,5178
4,19,57,2016,7,5598
4,19,57,2016,8,6474
4,19,57,2016,9,7383
4,19,57,2016,10,7689
4,19,57,2016,11,7023
4,19,57,2016,12,6297
4,19,57,2017,1,6348
4,19,57,2017,2,7710
4,19,57,2017,3,2956
4,19,57,2017,4,1860
4,19,57,2017,5,2225
4,19,57,2017,6,2235
4,19,57,2017,7,2212
4,19,57,2017,8,2848
4,19,57,2017,9,3001
4,19,57,2017,10,2351
4,19,57,2017,11,2527
4,19,57,2017,12,2316
4,19,31,2016,1,2983
4,19,31,2016,2,3464
4,19,31,2016,3,2640
4,19,31,2016,4,2367
4,19,31,2016,5,2602
4,19,31,2016,6,2532
4,19,31,2016,7,2806
4,19,31,2016,8,2732
4,19,31,2016,9,3452
4,19,31,2016,10,3480
4,19,31,2016,11,3288
4,19,31,2016,12,3223
4,19,31,2017,1,3521
4,19,31,2017,2,4490
4,19,31,2017,3,2128
4,19,31,2017,4,1713
4,19,31,2017,5,2273
4,19,31,2017,6,2051
4,19,31,2017,7,2185
4,19,31,2017,8,2432
4,19,31,2017,9,2052
4,19,31,2017,10,1921
4,19,31,2017,11,1973
4,19,31,2017,12,1726
4,19,32,2016,1,597
4,19,32,2016,2,513
4,19,32,2016,3,411
4,19,32,2016,4,377
4,19,32,2016,5,313
4,19,32,2016,6,300
4,19,32,2016,7,275
4,19,32,2016,8,208
4,19,32,2016,9,485
4,19,32,2016,10,375
4,19,32,2016,11,266
4,19,32,2016,12,225
4,19,32,2017,1,503
4,19,32,2017,2,833
4,19,32,2017,3,487
4,19,32,2017,4,114
4,19,32,2017,5,771
4,19,32,2017,6,536
4,19,32,2017,7,758
4,19,32,2017,8,973
4,19,32,2017,9,438
4,19,32,2017,10,127
4,19,32,2017,11,71
4,19,32,2017,12,146
4,19,2,2016,1,2127
4,19,2,2016,2,2458
4,19,2,2016,3,2017
4,19,2,2016,4,1863
4,19,2,2016,5,1967
4,19,2,2016,6,1998
4,19,2,2016,7,1970
4,19,2,2016,8,2057
4,19,2,2016,9,2285
4,19,2,2016,10,2275
4,19,2,2016,11,2084
4,19,2,2016,12,2329
4,19,2,2017,1,2618
4,19,2,2017,2,3368
4,19,2,2017,3,839
4,19,2,2017,4,722
4,19,2,2017,5,900
4,19,2,2017,6,984
4,19,2,2017,7,815
4,19,2,2017,8,944
4,19,2,2017,9,911
4,19,2,2017,10,967
4,19,2,2017,11,829
4,19,2,2017,12,811
4,19,49,2016,1,7869
4,19,49,2016,2,4080
4,19,49,2016,3,3221
4,19,49,2016,4,3059
4,19,49,2016,5,3431
4,19,49,2016,6,2605
4,19,49,2016,7,2419
4,19,49,2016,8,2234
4,19,49,2016,9,2321
4,19,49,2016,10,2248
4,19,49,2016,11,2360
4,19,49,2016,12,2486
4,19,49,2017,1,2910
4,19,49,2017,2,3350
4,19,49,2017,3,5243
4,19,49,2017,4,8606
4,19,49,2017,5,2397
4,19,49,2017,6,2491
4,19,49,2017,7,2066
4,19,49,2017,8,2472
4,19,49,2017,9,2634
4,19,49,2017,10,3492
4,19,49,2017,11,14653
4,19,49,2017,12,12387
4,19,58,2016,1,4301
4,19,58,2016,2,4478
4,19,58,2016,3,3590
4,19,58,2016,4,3261
4,19,58,2016,5,3374
4,19,58,2016,6,3945
4,19,58,2016,7,3925
4,19,58,2016,8,4229
4,19,58,2016,9,5326
4,19,58,2016,10,5250
4,19,58,2016,11,4808
4,19,58,2016,12,5133
4,19,58,2017,1,5799
4,19,58,2017,2,7169
4,19,58,2017,3,1945
4,19,58,2017,4,1284
4,19,58,2017,5,1351
4,19,58,2017,6,1289
4,19,58,2017,7,1232
4,19,58,2017,8,1534
4,19,58,2017,9,1693
4,19,58,2017,10,1629
4,19,58,2017,11,1673
4,19,58,2017,12,1055
4,19,54,2016,1,2083
4,19,54,2016,2,1901
4,19,54,2016,3,1498
4,19,54,2016,4,1476
4,19,54,2016,5,1603
4,19,54,2016,6,1639
4,19,54,2016,7,1730
4,19,54,2016,8,1839
4,19,54,2016,9,2309
4,19,54,2016,10,2337
4,19,54,2016,11,2950
4,19,54,2016,12,3015
4,19,54,2017,1,2336
4,19,54,2017,2,2855
4,19,54,2017,3,1210
4,19,54,2017,4,872
4,19,54,2017,5,1364
4,19,54,2017,6,1365
4,19,54,2017,7,2495
4,19,54,2017,8,2692
4,19,54,2017,9,664
4,19,54,2017,10,864
4,19,54,2017,11,1547
4,19,54,2017,12,1403
4,19,47,2016,1,2613
4,19,47,2016,2,4037
4,19,47,2016,3,3092
4,19,47,2016,4,2653
4,19,47,2016,5,2283
4,19,47,2016,6,2098
4,19,47,2016,7,1990
4,19,47,2016,8,2028
4,19,47,2016,9,2110
4,19,47,2016,10,2106
4,19,47,2016,11,1968
4,19,47,2016,12,2110
4,19,47,2017,1,2811
4,19,47,2017,2,3583
4,19,47,2017,3,1234
4,19,47,2017,4,1123
4,19,47,2017,5,1398
4,19,47,2017,6,1331
4,19,47,2017,7,1247
4,19,47,2017,8,1373
4,19,47,2017,9,1427
4,19,47,2017,10,1456
4,19,47,2017,11,1591
4,19,47,2017,12,1602
4,19,33,2016,1,2908
4,19,33,2016,2,2545
4,19,33,2016,3,2206
4,19,33,2016,4,2041
4,19,33,2016,5,2177
4,19,33,2016,6,2078
4,19,33,2016,7,2054
4,19,33,2016,8,2173
4,19,33,2016,9,2608
4,19,33,2016,10,2777
4,19,33,2016,11,2621
4,19,33,2016,12,2941
4,19,33,2017,1,3684
4,19,33,2017,2,4941
4,19,33,2017,3,1343
4,19,33,2017,4,1079
4,19,33,2017,5,1249
4,19,33,2017,6,1407
4,19,33,2017,7,1328
4,19,33,2017,8,1510
4,19,33,2017,9,1491
4,19,33,2017,10,1420
4,19,33,2017,11,986
4,19,33,2017,12,1317
4,19,56,2016,1,7098
4,19,56,2016,2,9718
4,19,56,2016,3,6484
4,19,56,2016,4,5124
4,19,56,2016,5,4523
4,19,56,2016,6,4670
4,19,56,2016,7,5757
4,19,56,2016,8,6221
4,19,56,2016,9,7964
4,19,56,2016,10,8772
4,19,56,2016,11,7955
4,19,56,2016,12,8465
4,19,56,2017,1,9344
4,19,56,2017,2,11793
4,19,56,2017,3,3649
4,19,56,2017,4,2434
4,19,56,2017,5,2611
4,19,56,2017,6,2678
4,19,56,2017,7,2282
4,19,56,2017,8,2477
4,19,56,2017,9,2263
4,19,56,2017,10,2104
4,19,56,2017,11,2426
4,19,56,2017,12,2190
4,19,15,2016,1,3076
4,19,15,2016,2,3567
4,19,15,2016,3,2711
4,19,15,2016,4,2491
4,19,15,2016,5,2895
4,19,15,2016,6,2905
4,19,15,2016,7,2970
4,19,15,2016,8,3194
4,19,15,2016,9,3518
4,19,15,2016,10,3729
4,19,15,2016,11,3217
4,19,15,2016,12,3321
4,19,15,2017,1,3439
4,19,15,2017,2,4292
4,19,15,2017,3,1250
4,19,15,2017,4,1125
4,19,15,2017,5,1435
4,19,15,2017,6,1267
4,19,15,2017,7,1372
4,19,15,2017,8,1774
4,19,15,2017,9,1807
4,19,15,2017,10,1404
4,19,15,2017,11,1054
4,19,15,2017,12,1197
4,19,13,2016,1,3562
4,19,13,2016,2,5258
4,19,13,2016,3,3739
4,19,13,2016,4,3067
4,19,13,2016,5,3091
4,19,13,2016,6,3028
4,19,13,2016,7,3165
4,19,13,2016,8,3535
4,19,13,2016,9,4805
4,19,13,2016,10,4651
4,19,13,2016,11,4046
4,19,13,2016,12,4075
4,19,13,2017,1,4802
4,19,13,2017,2,5753
4,19,13,2017,3,1418
4,19,13,2017,4,1056
4,19,13,2017,5,1171
4,19,13,2017,6,1193
4,19,13,2017,7,931
4,19,13,2017,8,1049
4,19,13,2017,9,1096
4,19,13,2017,10,1323
4,19,13,2017,11,959
4,19,13,2017,12,1017
4,19,18,2016,1,5239
4,19,18,2016,2,5771
4,19,18,2016,3,5236
4,19,18,2016,4,4299
4,19,18,2016,5,4454
4,19,18,2016,6,4977
4,19,18,2016,7,4704
4,19,18,2016,8,5213
4,19,18,2016,9,6369
4,19,18,2016,10,6912
4,19,18,2016,11,5903
4,19,18,2016,12,6712
4,19,18,2017,1,7373
4,19,18,2017,2,9418
4,19,18,2017,3,3059
4,19,18,2017,4,2504
4,19,18,2017,5,2520
4,19,18,2017,6,2624
4,19,18,2017,7,2040
4,19,18,2017,8,2226
4,19,18,2017,9,2302
4,19,18,2017,10,2483
4,19,18,2017,11,2112
4,19,18,2017,12,2009
4,19,50,2016,1,7555
4,19,50,2016,2,10084
4,19,50,2016,3,7995
4,19,50,2016,4,7848
4,19,50,2016,5,8772
4,19,50,2016,6,8042
4,19,50,2016,7,7781
4,19,50,2016,8,8449
4,19,50,2016,9,9739
4,19,50,2016,10,10300
4,19,50,2016,11,8508
4,19,50,2016,12,9317
4,19,50,2017,1,13220
4,19,50,2017,2,16539
4,19,50,2017,3,6599
4,19,50,2017,4,4715
4,19,50,2017,5,7183
4,19,50,2017,6,6117
4,19,50,2017,7,7994
4,19,50,2017,8,9667
4,19,50,2017,9,6574
4,19,50,2017,10,5146
4,19,50,2017,11,4340
4,19,50,2017,12,4484
4,19,53,2016,1,11344
4,19,53,2016,2,14520
4,19,53,2016,3,12356
4,19,53,2016,4,11232
4,19,53,2016,5,12028
4,19,53,2016,6,10985
4,19,53,2016,7,11410
4,19,53,2016,8,12290
4,19,53,2016,9,15488
4,19,53,2016,10,14608
4,19,53,2016,11,12778
4,19,53,2016,12,13829
4,19,53,2017,1,16377
4,19,53,2017,2,20822
4,19,53,2017,3,7874
4,19,53,2017,4,5999
4,19,53,2017,5,7950
4,19,53,2017,6,7366
4,19,53,2017,7,8138
4,19,53,2017,8,8198
4,19,53,2017,9,6525
4,19,53,2017,10,5850
4,19,53,2017,11,5518
4,19,53,2017,12,5401
4,19,25,2016,1,3507
4,19,25,2016,2,3308
4,19,25,2016,3,2966
4,19,25,2016,4,2679
4,19,25,2016,5,2620
4,19,25,2016,6,2289
4,19,25,2016,7,2619
4,19,25,2016,8,2900
4,19,25,2016,9,3906
4,19,25,2016,10,3864
4,19,25,2016,11,3330
4,19,25,2016,12,3351
4,19,25,2017,1,3708
4,19,25,2017,2,4163
4,19,25,2017,3,1394
4,19,25,2017,4,1499
4,19,25,2017,5,1484
4,19,25,2017,6,1657
4,19,25,2017,7,1815
4,19,25,2017,8,2047
4,19,25,2017,9,1856
4,19,25,2017,10,1606
4,19,25,2017,11,1299
4,19,25,2017,12,1234
4,19,24,2016,1,5248
4,19,24,2016,2,5720
4,19,24,2016,3,4947
4,19,24,2016,4,5688
