province,adcode,model,bodyType,salesVolume1,popularity1,salesVolume2,popularity2,salesVolume3,popularity3,salesVolume4,popularity4,salesVolume5,popularity5,salesVolume6,popularity6,salesVolume7,popularity7,salesVolume8,popularity8,salesVolume9,popularity9,salesVolume10,popularity10,salesVolume11,popularity11,salesVolume12,popularity12,pred
17,10,44,2,226,700,228,671,280,594,250,564,238,629,291,661,406,833,499,801,552,794,782,820,311,543,141,696,184
11,11,44,2,209,587,241,613,288,607,279,584,356,538,409,563,638,742,519,713,571,682,900,705,502,664,180,729,199
6,12,44,2,583,2345,765,2240,851,2379,801,2181,793,2297,998,2299,1278,2591,1160,2410,1107,2240,1740,2390,687,1970,383,2223,327
13,13,44,2,612,2285,886,2302,926,2337,1021,2507,1208,2529,1438,2417,1525,2705,1493,2777,1622,2606,2735,2962,1331,2562,509,2659,557
15,14,44,2,282,918,287,864,324,847,375,842,419,850,485,858,678,1050,560,1089,634,1034,1014,1137,597,998,202,1032,210
16,15,44,2,301,1005,351,972,355,952,332,900,374,877,473,848,712,1075,546,1023,606,1003,978,1095,498,935,212,1062,209
8,16,44,2,614,2624,549,2388,687,2499,668,2419,710,2481,890,2451,1382,3019,1240,3035,1586,2653,1899,2790,542,2220,186,2969,403
9,17,44,2,187,425,136,401,186,412,226,418,201,376,232,372,277,428,266,412,309,376,514,402,260,323,96,405,110
19,18,44,2,137,498,183,482,177,502,223,521,193,518,277,502,336,585,267,558,309,504,532,508,260,478,104,534,78
4,19,44,2,385,2017,442,1975,498,2052,519,2001,553,1960,602,2047,1020,2678,712,2644,770,2489,1305,2629,743,2627,339,3299,285
1,20,44,2,243,737,214,726,293,739,278,739,391,726,368,696,477,896,514,910,538,833,699,838,444,688,236,781,185
20,21,44,2,215,1078,218,1172,355,1232,227,1135,253,1158,326,1039,373,1168,472,1196,366,1109,620,1255,315,917,130,979,154
3,0,45,3,210,1242,198,924,2153,989,193,993,216,1128,265,1244,2528,1225,156,1264,179,1306,362,1215,72,924,29,1183,64
12,1,45,3,745,1671,818,1278,940,1294,856,1127,987,1032,1387,1136,1606,1219,840,1213,561,1055,1020,1190,602,907,249,1001,293
7,2,45,3,332,755,357,595,466,671,412,546,468,515,657,508,660,548,386,566,479,544,604,579,321,415,126,499,162
2,3,45,3,210,494,170,361,205,363,129,336,178,309,248,340,263,398,289,418,273,483,340,489,208,349,63,385,95
18,4,45,3,182,775,229,583,277,591,157,542,228,539,366,493,291,507,139,498,186,517,225,514,91,368,51,464,75
21,5,45,3,110,545,100,380,111,395,89,377,97,373,146,400,137,384,83,392,61,505,140,439,53,338,29,361,33
0,6,45,3,766,1513,615,983,1911,858,902,849,547,919,590,927,1049,994,393,959,448,820,746,820,228,598,125,773,223
10,7,45,3,2036,3271,1793,2325,2058,2121,1654,1928,1827,1986,2527,2024,2388,2140,1650,2329,1467,2037,2828,1968,1205,1584,656,2006,751
14,8,45,3,854,2533,706,1712,739,1484,693,1445,717,1344,1019,1551,1203,1809,828,1779,859,1617,1272,1573,386,1052,193,1360,342
5,9,45,3,521,1321,577,805,609,788,647,806,742,824,968,831,961,885,755,916,678,830,1434,810,792,749,244,795,232
17,10,45,3,172,806,152,619,204,521,142,460,221,505,243,640,304,656,268,720,291,620,431,551,173,440,74,583,106
11,11,45,3,401,717,428,605,462,537,351,472,450,493,511,521,752,621,626,595,577,578,1241,539,549,504,138,559,232
6,12,45,3,1597,2622,1972,2078,2081,2114,1738,1745,2176,1847,2848,1908,2646,1979,1380,1953,1053,1732,1685,1702,823,1363,326,1547,341
13,13,45,3,1036,2330,1237,1666,1242,1726,1377,1560,1416,1564,1736,1642,1669,1677,959,1819,1021,1675,1584,1677,992,1482,320,1509,512
15,14,45,3,611,1115,623,844,602,804,550,770,430,733,713,782,769,821,691,956,751,825,1208,778,523,737,161,830,272
16,15,45,3,532,940,566,771,595,716,580,722,641,685,816,707,847,765,522,737,619,730,891,705,508,619,132,716,232
8,16,45,3,1067,3432,835,2439,808,2259,584,2258,546,2395,819,2582,1623,2932,936,2847,1038,2442,1493,2485,451,2130,130,2715,374
9,17,45,3,289,703,222,512,206,494,200,447,234,483,316,472,360,504,349,509,312,427,543,437,250,394,76,469,136
19,18,45,3,210,470,204,380,174,334,226,352,215,368,324,395,310,407,182,375,148,337,242,310,128,300,33,342,53
4,19,45,3,978,2306,987,1749,918,1552,779,1481,942,1518,1243,1644,1666,1982,730,1967,631,1766,1027,1759,542,1716,251,2079,246
1,20,45,3,301,662,236,536,299,499,183,492,317,488,301,503,410,633,266,592,224,564,235,472,105,423,67,507,68
20,21,45,3,391,1067,524,917,533,903,558,851,687,864,656,772,661,785,278,726,275,703,432,728,182,583,64,667,143
3,0,46,2,239,2086,243,1933,275,2154,251,2185,253,2093,208,2275,303,2368,262,2473,356,2459,580,2686,121,2111,115,2953,186
12,1,46,2,466,3006,466,3000,575,3157,563,2999,517,2528,521,2686,590,2951,551,2978,574,2958,797,3411,453,2676,434,3533,572
7,2,46,2,274,1369,256,1282,316,1354,230,1225,226,1130,277,1080,310,1228,284,1163,316,1280,428,1339,223,1067,193,1476,301
2,3,46,2,221,1173,205,1201,287,1171,238,1086,235,991,267,977,246,1194,282,1339,331,1325,382,1388,195,1027,193,1237,311
18,4,46,2,394,2412,433,2342,415,2463,359,2229,423,2064,434,2106,437,2121,390,2012,480,2023,602,2127,285,1682,241,2159,431
21,5,46,2,410,2361,348,2202,422,2217,361,2159,360,2029,329,2076,347,2128,306,2026,404,2241,422,2244,214,1846,206,2099,322
0,6,46,2,307,1818,268,1268,271,1291,242,1162,256,1067,281,1116,287,1180,238,1236,345,1031,456,1181,114,875,153,1348,205
10,7,46,2,1174,4216,1098,3833,1171,3873,1053,3296,1035,3056,1139,3217,1193,3500,1114,3732,1454,3490,1527,3805,877,3173,754,4514,1069
14,8,46,2,868,3629,916,3148,952,3192,851,2854,928,2569,863,2698,800,3198,942,3314,1151,3022,1258,3384,739,2371,529,3550,861
5,9,46,2,362,1760,355,1510,346,1578,364,1433,377,1264,400,1297,439,1475,428,1624,489,1453,503,1581,403,1445,244,1800,376
17,10,46,2,585,1970,524,1799,634,1705,509,1458,574,1473,525,1636,556,1681,643,1866,734,1690,779,1823,473,1473,353,2167,640
11,11,46,2,286,920,283,872,344,891,324,833,354,719,314,736,340,906,317,914,350,883,507,939,305,869,161,1135,323
6,12,46,2,741,4767,891,4571,877,4778,768,4244,778,3926,692,3875,815,4304,855,4346,912,4182,1164,4682,554,3890,505,4992,703
13,13,46,2,631,3303,701,3202,609,3326,620,2987,657,2690,647,2795,687,3027,548,3205,872,3285,1036,3667,630,3280,391,3806,702
15,14,46,2,859,2477,860,2349,857,2336,1022,2178,954,1965,876,2046,1065,2258,918,2400,1189,2094,1511,2369,963,2275,454,2782,719
16,15,46,2,432,1398,418,1282,440,1431,412,1212,436,1107,456,1098,456,1263,452,1229,506,1248,737,1422,420,1293,189,1758,443
8,16,46,2,2312,7244,2006,6713,2367,7017,2317,6315,2288,5799,2219,6037,2478,6864,2450,7317,3345,6404,3730,6906,1930,5646,1262,8534,2615
9,17,46,2,296,775,226,731,316,729,262,675,277,637,270,694,290,755,313,790,377,717,417,794,266,722,187,981,309
19,18,46,2,154,681,208,637,153,687,256,650,232,626,218,645,203,624,186,643,200,557,305,614,185,559,95,716,179
4,19,46,2,495,3137,459,3027,461,3242,461,2993,453,2708,451,2903,636,3514,487,3680,569,3253,804,3840,459,3828,234,5274,390
1,20,46,2,287,1101,277,1067,288,1129,270,1048,381,1061,345,996,327,1187,285,1214,338,1114,442,1250,406,1067,203,1331,364
20,21,46,2,255,1564,282,1658,291,1740,238,1541,303,1449,301,1340,293,1455,309,1470,345,1383,496,1671,293,1270,157,1672,234
3,0,47,3,1252,2008,1112,1964,1156,1671,1039,1710,990,1667,1183,1530,1150,1316,795,1333,1121,1392,1802,1428,1263,1346,877,1795,1267
12,1,47,3,1322,2417,1150,2357,1563,1954,1391,1802,1238,1517,1360,1299,1115,1302,1052,1182,1461,1201,1615,1260,1768,1360,1165,1609,1697
7,2,47,3,381,919,342,882,380,692,264,599,316,549,332,477,330,503,480,450,421,464,414,438,426,480,317,605,451
2,3,47,3,236,771,276,707,395,516,262,498,398,457,348,440,325,481,432,479,401,502,434,489,519,505,319,605,522
18,4,47,3,566,1120,616,1137,593,923,769,888,652,858,721,751,569,665,738,647,644,645,1082,652,704,666,546,806,870
21,5,47,3,986,1144,775,1063,794,855,828,868,639,791,929,749,731,747,657,678,664,728,964,748,785,725,666,827,1198
0,6,47,3,289,1401,246,1060,249,808,228,718,201,708,232,705,150,723,148,688,312,636,359,645,339,646,177,842,321
10,7,47,3,1051,3285,1024,2794,1236,2328,925,2080,785,2021,871,1911,1280,1840,881,1919,1099,1854,1374,1832,1336,2091,868,2576,1301
14,8,47,3,485,2791,482,2284,592,1864,492,1561,475,1501,404,1534,404,1614,512,1612,747,1652,863,1662,742,1534,356,1992,707
5,9,47,3,335,1530,339,1195,414,1059,403,996,381,995,360,1014,323,956,440,947,519,892,629,906,667,1130,315,1318,471
17,10,47,3,288,1088,229,937,307,740,216,716,229,703,183,728,186,740,285,746,325,699,402,716,404,750,188,989,330
11,11,47,3,198,771,208,725,246,559,191,491,199,419,169,436,178,448,237,460,276,434,329,427,364,590,141,670,291
6,12,47,3,1162,2642,1362,2493,1499,2183,1162,1965,1256,1907,1311,1726,1391,1711,1370,1602,1666,1578,1642,1607,1861,1827,878,2100,1578
13,13,47,3,792,2799,984,2508,996,2193,913,2016,957,1943,1047,1818,1104,1871,1357,1811,1223,1739,1443,1855,1429,2333,856,2458,1325
15,14,47,3,350,1313,350,1128,345,905,337,822,298,768,379,797,393,778,374,782,473,760,566,743,558,978,262,1078,443
16,15,47,3,301,1172,261,1014,307,898,277,757,273,715,291,730,253,721,248,705,418,742,494,760,519,888,230,1032,424
8,16,47,3,499,4016,400,3074,553,2509,537,2296,509,2241,516,2283,523,2350,704,2398,995,2241,1243,2296,727,2538,322,3358,827
9,17,47,3,100,767,87,565,113,489,102,417,97,403,101,397,156,366,159,374,192,363,214,378,225,438,119,526,204
19,18,47,3,224,694,260,620,274,567,314,525,254,484,213,509,262,460,251,446,282,434,391,466,433,505,202,652,335
4,19,47,3,639,3092,702,2653,679,2283,596,2098,623,1990,519,2028,741,2110,610,2106,732,1968,1083,2110,1390,2811,565,3583,951
1,20,47,3,264,947,283,934,346,752,330,730,388,697,290,692,304,761,344,736,442,739,485,716,409,798,248,999,357
20,21,47,3,273,1188,411,1251,522,1076,312,950,356,905,360,749,419,728,276,702,346,746,497,787,487,857,257,960,378
3,0,48,3,520,1957,398,1738,466,1822,501,3454,463,5444,464,9149,472,3226,326,2900,417,2813,805,2730,105,1703,52,1804,132
12,1,48,3,446,2286,455,2015,480,1994,501,2216,551,3101,690,4295,771,3500,682,3160,755,2829,1430,3212,754,2386,390,2348,398
7,2,48,3,200,863,167,763,199,764,121,785,199,1255,221,1656,226,1295,243,1143,264,1021,497,1096,192,794,96,784,135
2,3,48,3,100,441,61,379,89,339,103,415,103,585,63,807,86,738,129,695,183,794,244,750,117,470,67,462,81
18,4,48,3,64,474,60,416,48,406,65,1291,77,1512,81,2525,68,671,54,580,102,575,113,563,47,397,21,410,29
21,5,48,3,20,308,14,289,19,258,35,396,25,681,28,1645,17,593,16,576,45,629,45,470,7,355,10,306,21
0,6,48,3,116,866,114,663,110,654,134,932,139,1320,176,2028,218,1156,159,1001,193,771,281,762,60,546,52,551,74
10,7,48,3,606,2307,574,2044,521,2105,545,3775,683,5976,706,10350,761,3371,731,3147,749,2763,1017,2462,461,1887,270,2056,342
14,8,48,3,280,1738,246,1517,271,1577,509,2250,410,3095,370,4844,1437,3076,406,2726,420,2241,845,2065,174,1198,81,1390,170
5,9,48,3,164,702,160,632,209,713,240,2012,323,2533,314,3953,310,1259,267,1225,287,967,463,917,251,755,96,695,133
17,10,48,3,105,557,96,489,92,508,93,2824,116,2725,102,3705,142,1161,175,1084,166,948,247,758,102,484,51,554,67
11,11,48,3,127,468,126,461,110,465,128,551,145,1027,145,1635,229,913,198,786,198,710,315,614,211,491,60,506,84
6,12,48,3,501,2966,593,2634,571,2691,548,2960,646,4051,773,5713,797,4036,679,3622,738,3101,1182,3267,600,2535,283,2433,311
13,13,48,3,500,2764,524,2515,534,2463,645,3141,779,4769,871,7473,851,4248,876,4061,865,3643,1601,3718,892,3051,268,2636,371
15,14,48,3,139,652,112,579,83,554,118,1177,124,2008,88,3922,110,1063,128,1029,133,1001,246,777,134,689,39,662,47
16,15,48,3,398,892,280,861,324,842,325,1057,335,1559,319,2215,439,1559,335,1349,447,1159,756,1217,439,912,130,917,231
8,16,48,3,374,2743,342,2334,351,2557,384,3662,378,5558,429,9243,596,5048,574,4496,615,3589,869,3508,297,2476,127,2966,271
9,17,48,3,162,486,108,408,140,433,126,672,161,944,139,1438,167,862,205,763,233,637,425,637,254,529,71,580,136
19,18,48,3,570,1557,694,1491,1791,1580,780,1804,781,2599,1602,3146,764,2462,548,2067,596,1754,1578,1820,630,1532,283,1630,298
4,19,48,3,939,2734,830,2576,726,2667,715,3488,739,5235,855,8642,1133,5162,824,4574,910,3838,1456,3889,816,3483,454,3698,505
1,20,48,3,124,619,127,605,149,702,132,792,201,1171,192,1769,241,1435,224,1257,227,967,356,956,181,762,119,784,130
20,21,48,3,384,1483,352,1419,349,1507,347,1623,435,2354,453,2846,455,2312,455,2181,558,1907,938,2030,498,1480,189,1453,261
3,0,49,3,213,2127,666,2375,671,2580,764,1960,635,1863,596,1749,755,1744,684,1636,938,1833,1287,1938,118,1491,74,1939,556
12,1,49,3,471,2601,479,2405,696,2770,616,1999,754,1828,991,1599,941,1770,754,1803,1144,1952,2067,2381,1110,2021,641,2217,741
7,2,49,3,276,1387,293,1318,383,1382,273,1004,396,925,591,796,635,865,370,818,1993,879,2925,1031,603,826,248,1039,417
2,3,49,3,191,800,134,677,180,708,155,502,165,451,211,449,257,576,237,574,359,665,450,689,248,501,124,555,211
18,4,49,3,202,1133,209,1428,189,1123,242,857,328,851,373,749,319,705,239,629,291,692,520,846,199,667,149,788,205
21,5,49,3,88,733,79,659,102,742,96,586,114,547,179,515,154,590,114,570,204,684,257,721,135,582,104,582,114
0,6,49,3,145,1547,116,1166,132,1225,121,861,130,812,170,676,225,785,144,755,225,680,270,737,79,585,27,680,45
10,7,49,3,828,3608,897,3498,1057,3621,971,2502,1038,2354,1263,2165,1231,1966,1184,1992,1531,2080,2308,2248,910,1907,648,2468,752
14,8,49,3,1584,5035,1570,4634,1718,4840,1900,3378,1877,2892,2534,2615,1978,2991,2287,2907,3147,2824,4324,2917,1028,1976,639,2790,1114
5,9,49,3,432,1627,458,1581,431,1559,427,1054,626,1068,807,1023,752,874,716,927,977,875,1443,1003,903,996,436,1254,535
17,10,49,3,590,1647,596,1611,665,1620,596,1137,710,1103,861,1157,605,1118,468,1086,762,1058,1967,1043,434,830,268,1200,656
11,11,49,3,459,1380,469,1331,546,1388,479,945,591,807,657,746,831,878,701,776,917,808,1377,862,999,875,364,954,509
6,12,49,3,1025,3448,1289,3260,1432,3580,1325,2649,1510,2484,2013,2215,2253,2352,1752,2240,2198,2398,3785,2800,1878,2474,1009,2665,1343
13,13,49,3,887,3888,1161,3700,1258,3873,1321,3024,1528,2805,1922,2573,1491,2702,1090,2647,1965,2820,3560,3320,2272,3180,888,3050,1199
15,14,49,3,424,1580,420,1691,420,1831,475,1241,487,1185,636,1257,528,989,521,1006,941,980,1534,1108,1004,1165,347,1281,476
16,15,49,3,896,1814,945,1782,1034,1960,885,1393,1014,1116,1148,949,1102,1043,762,969,1142,935,1719,1059,1133,1025,438,1164,685
8,16,49,3,994,6669,1031,6106,1203,6807,1183,4925,1216,4343,1851,3846,1526,4438,1065,4195,2044,3741,2419,4030,914,3255,399,4479,1078
9,17,49,3,260,953,250,909,385,1068,389,773,373,712,565,611,452,714,368,721,493,647,935,717,666,657,303,806,492
19,18,49,3,206,753,305,744,265,912,352,699,383,616,500,526,317,537,253,469,326,493,532,576,432,527,291,604,409
4,19,49,3,671,3221,665,3059,754,3431,743,2605,840,2419,1135,2234,1134,2321,707,2248,1002,2360,2805,2486,1326,2910,797,3350,891
1,20,49,3,104,840,130,836,150,966,124,664,141,577,193,492,215,634,192,591,267,621,384,632,296,543,172,640,285
20,21,49,3,382,2027,511,2131,669,2484,670,1906,984,1828,1191,1403,1013,1429,830,1367,1010,1387,1651,1612,919,1344,422,1527,609
3,0,50,2,929,6048,887,5947,986,6867,1008,6567,845,6681,898,7016,731,7123,715,7688,939,7250,1050,7781,755,7246,424,9161,693
12,1,50,2,365,5288,330,4997,420,5620,442,5256,396,5390,476,5647,471,6102,407,6382,417,5512,527,6220,425,6349,254,6914,337
7,2,50,2,103,1993,127,1879,142,2073,127,1879,114,1974,155,1954,143,2054,139,2208,142,1965,103,1994,120,2344,44,3465,90
2,3,50,2,139,1866,167,1761,203,1881,169,1715,162,1814,217,1965,201,2054,207,2302,206,2169,200,2965,197,2477,109,2487,152
18,4,50,2,362,2926,315,2883,405,3020,340,2917,365,2881,459,2997,418,3138,357,3191,335,2804,454,3188,281,2933,156,3276,268
21,5,50,2,276,2419,201,2295,264,2480,224,2272,175,2412,240,2574,219,2590,123,2679,190,2444,198,2965,139,2826,94,2985,144
0,6,50,2,524,4873,428,4025,462,4194,576,3802,421,3874,521,3964,504,4246,402,4577,593,3978,748,4763,538,4500,251,5472,456
10,7,50,2,1034,9907,965,9022,1031,9456,1078,8239,842,8432,1106,8938,1255,9564,1040,10367,1108,8928,1430,9789,1304,10541,649,12061,954
14,8,50,2,1059,8905,1028,7933,1051,8317,1251,7551,1000,7642,1181,8221,1241,9066,932,9788,1214,8568,1500,9212,938,8880,567,10894,836
5,9,50,2,261,3433,270,3064,316,3331,300,2895,257,2913,346,3062,329,3424,282,3770,331,3103,409,3503,330,4058,200,4477,229
17,10,50,2,232,3214,234,2872,345,3032,272,2863,282,2764,266,2954,282,3636,298,5331,320,3439,358,3648,335,3375,144,4066,206
11,11,50,2,194,2292,206,2285,264,2301,228,2076,177,2006,230,2096,275,2478,218,2692,275,2205,247,2375,282,3027,85,3328,186
6,12,50,2,514,6774,607,6556,578,7538,623,6742,481,7023,543,7222,678,7596,438,7701,630,7669,646,8293,659,8090,309,8955,458
13,13,50,2,352,6152,404,5819,359,6363,472,5922,400,5945,422,6114,469,6762,405,7216,382,6315,502,6915,442,7581,251,7874,354
15,14,50,2,406,4239,406,3993,395,4374,467,3999,358,3895,427,4170,529,4670,447,5022,473,4338,526,4698,572,5840,259,6245,428
16,15,50,2,413,3675,420,3587,443,3895,451,3584,322,3394,451,3508,476,3972,369,4160,391,3703,505,4068,374,5210,207,5575,342
8,16,50,2,1013,11520,985,10677,1219,11984,1303,10927,1074,10673,1237,10860,1342,12454,1295,13464,1408,11984,1829,13122,1269,13394,499,17156,1006
9,17,50,2,170,1601,96,1516,158,1593,161,1562,124,1472,125,1444,189,1731,162,1844,142,1510,255,1784,213,1902,82,2093,152
19,18,50,2,206,2016,221,1900,225,2073,291,1988,189,1985,230,2041,259,2129,188,2181,209,1881,244,1994,199,2357,108,2762,153
4,19,50,2,657,7995,632,7848,753,8772,748,8042,554,7781,658,8449,1072,9739,583,10300,560,8508,641,9317,624,13220,348,16539,443
1,20,50,2,285,2880,234,2658,259,2768,204,2699,306,2647,266,2715,231,2939,316,3325,323,3115,344,3044,263,3094,166,3688,191
20,21,50,2,242,3421,253,3523,346,4038,302,3529,281,3703,312,3464,352,3599,366,3837,242,3307,346,4159,325,3991,174,4546,210
3,0,51,3,502,419,679,435,1478,422,362,417,522,435,549,462,341,449,411,427,466,505,954,557,488,486,303,611,463
12,1,51,3,276,324,257,249,299,263,271,255,278,243,358,274,279,263,275,240,250,271,454,350,387,307,248,376,489
7,2,51,3,160,144,138,133,173,120,121,119,88,128,87,106,81,99,104,93,152,112,230,127,168,118,75,161,152
2,3,51,3,113,74,86,61,107,61,104,58,115,52,80,56,59,63,69,58,77,78,114,92,119,82,58,102,88
18,4,51,3,322,221,331,199,310,196,263,168,240,190,234,192,219,158,239,159,228,176,340,203,230,177,163,214,328
21,5,51,3,124,84,102,88,107,85,81,80,71,80,56,91,91,104,46,83,89,93,107,103,57,96,72,117,88
0,6,51,3,239,301,228,214,169,206,138,186,110,188,96,192,130,219,129,206,206,183,317,217,238,183,124,235,175
10,7,51,3,715,558,817,509,757,469,633,404,614,426,701,442,409,449,489,488,602,484,865,549,785,490,520,652,701
14,8,51,3,571,535,611,516,676,431,536,426,359,401,406,457,355,483,572,515,795,534,787,573,577,477,391,596,567
5,9,51,3,173,195,287,149,132,156,112,134,137,153,105,163,226,171,131,154,164,169,192,198,238,210,108,241,126
17,10,51,3,320,339,297,337,502,298,255,251,324,309,353,353,331,380,397,356,363,350,562,421,555,376,242,473,485
11,11,51,3,160,172,214,204,361,194,199,184,120,162,104,180,272,204,168,191,194,183,280,228,264,217,100,276,195
6,12,51,3,452,550,634,521,622,557,583,493,483,502,376,516,451,523,391,479,462,503,714,619,609,571,352,667,736
13,13,51,3,161,450,254,425,201,443,225,433,287,417,201,437,184,447,168,412,191,462,300,538,319,511,141,596,195
15,14,51,3,556,535,499,513,394,495,422,476,178,419,222,439,287,480,394,461,374,450,566,541,545,580,193,634,390
16,15,51,3,281,409,349,423,524,412,267,376,270,387,181,388,332,408,203,358,423,415,412,456,412,455,410,487,531
8,16,51,3,1134,2572,1049,2379,1151,2371,1204,2165,796,2293,688,2471,783,2555,887,2456,1988,2385,1893,2718,1283,2241,554,2939,1157
9,17,51,3,287,375,232,373,292,370,302,355,238,341,333,385,211,393,167,346,204,388,333,424,316,416,132,455,218
19,18,51,3,377,270,423,304,567,315,467,320,292,300,184,291,281,291,158,235,348,267,846,301,378,286,203,355,261
4,19,51,3,298,658,337,642,329,647,313,638,287,605,213,677,226,692,219,685,270,749,560,829,493,936,212,1143,308
1,20,51,3,78,115,75,111,180,106,62,110,53,103,48,121,150,130,68,120,61,140,94,154,64,118,55,149,50
20,21,51,3,99,187,165,216,127,206,82,199,202,183,64,187,63,191,62,164,99,181,126,220,138,172,68,220,103
3,0,52,3,482,1771,498,1613,353,1947,301,1874,382,2035,397,2084,346,2129,199,2163,341,2051,546,2063,125,1589,89,2126,159
12,1,52,3,2946,2994,3004,2987,3190,3262,2715,2876,3210,2994,3609,3348,2265,3561,2586,3568,3058,3218,5478,3466,1932,2926,1551,3463,2981
7,2,52,3,1482,1478,1678,1403,1725,1654,1270,1380,1462,1527,1588,1598,1052,1750,1126,1645,1234,1495,2626,1643,1165,1429,641,2026,1247
2,3,52,3,577,611,507,502,561,528,440,505,380,528,452,571,427,727,495,740,612,771,941,975,427,691,254,596,591
18,4,52,3,979,1043,733,968,783,1060,589,986,621,1019,716,1068,684,1105,572,1093,853,1035,1026,1116,394,901,408,1111,768
21,5,52,3,532,700,645,628,383,782,283,673,369,654,508,760,307,851,324,798,496,821,710,925,280,748,266,844,503
0,6,52,3,906,1356,709,1047,759,1096,629,1011,425,1046,535,1075,502,1248,314,1181,574,989,754,1180,315,1095,362,1297,767
10,7,52,3,1639,2213,1304,2142,1178,2306,1368,1982,1353,2145,1085,2251,864,2436,1310,2585,1728,2363,2261,2555,1167,2261,1028,2618,1507
14,8,52,3,1342,1903,916,1746,1100,1748,1016,1650,1000,1660,913,1906,659,2166,638,2298,706,1910,1205,2081,504,1570,467,2014,741
5,9,52,3,1184,945,1065,868,1021,1013,869,899,1109,971,958,986,734,1057,813,1078,952,918,1669,1021,741,885,475,995,869
17,10,52,3,369,744,321,691,335,716,225,642,356,692,355,838,342,1072,307,1810,452,918,617,1081,215,703,148,887,255
11,11,52,3,492,557,421,595,412,662,315,577,365,559,335,604,301,723,356,728,946,647,847,618,641,566,223,705,316
6,12,52,3,3780,3399,3634,3326,3404,3620,2787,3103,3450,3410,3299,3708,2451,3748,2995,3836,3812,3352,5496,3533,2330,3184,1515,3699,2865
13,13,52,3,1920,2406,1867,2321,1905,2465,1469,2361,1701,2462,1452,2618,1141,2807,1472,3034,1941,2611,3092,2742,1731,2535,893,2824,1695
15,14,52,3,433,856,470,894,347,930,353,859,277,873,263,923,202,1015,272,1016,348,891,657,1169,298,904,154,1026,273
16,15,52,3,989,713,827,778,849,876,769,797,962,767,701,838,698,940,568,928,587,814,1351,844,576,914,253,972,448
8,16,52,3,510,2610,397,2561,473,2718,460,2501,457,2776,448,3000,529,3385,384,3433,525,2829,1055,3095,368,2783,255,3734,433
9,17,52,3,461,370,182,369,302,380,352,375,363,378,291,430,255,476,362,510,355,429,448,459,365,439,155,503,240
19,18,52,3,549,554,493,565,497,648,413,639,558,726,474,749,304,682,408,640,379,569,694,607,353,480,248,654,346
4,19,52,3,1444,1913,1326,1962,1270,2157,1055,2057,1379,2114,1197,2343,903,2717,838,2674,1187,2420,1812,2477,1017,2815,704,3874,1344
1,20,52,3,500,642,421,648,595,691,461,682,551,678,450,749,435,910,635,916,692,797,866,770,452,675,295,836,448
20,21,52,3,608,1244,683,1270,599,1404,723,1275,667,1370,832,1301,623,1357,693,1358,804,1213,1400,1410,754,1216,418,1363,791
3,0,53,3,713,8718,701,7904,789,8487,881,8292,663,9165,502,9561,321,10764,175,10044,311,9774,576,10555,511,8974,299,11577,438
12,1,53,3,446,9154,396,8241,489,8792,506,7869,429,8187,351,8796,172,10162,141,9325,298,8566,340,9770,342,9073,250,10390,323
7,2,53,3,129,3034,126,2698,145,2839,145,2552,138,2871,80,2901,47,3368,46,3018,58,2797,83,3069,94,2964,61,4060,99
2,3,53,3,133,2749,133,2463,164,2427,131,2284,165,2520,105,2589,47,3105,48,3126,67,2876,109,3546,121,2866,79,3206,109
18,4,53,3,359,4593,364,4311,390,4258,459,4117,433,4353,291,4476,193,4949,157,4563,189,4052,261,4621,256,4028,190,4768,274
21,5,53,3,325,3504,234,3079,241,3083,211,2820,111,3177,123,3368,58,3895,56,3467,108,3353,145,3836,104,3406,92,3706,153
0,6,53,3,625,7527,493,5748,512,5785,736,5316,581,5651,360,5770,145,6586,129,6019,306,5229,492,6172,378,5273,283,6787,374
10,7,53,3,1330,16765,1133,14664,1369,14547,1500,12381,1116,13243,610,14193,270,15864,351,15416,609,13478,1028,14272,993,13691,652,16824,891
14,8,53,3,1531,16162,1481,13828,1596,13600,1826,12226,1257,12877,815,13834,643,16504,498,15884,965,14050,1300,14903,996,12708,708,16532,969
5,9,53,3,295,5432,315,4868,306,4991,319,4343,309,4659,208,5022,104,6022,111,5749,219,4927,307,5320,304,5650,148,6329,259
17,10,53,3,249,4627,210,4032,345,3968,285,3539,288,3910,200,4460,69,5250,95,5462,138,4529,176,4586,229,4176,97,5226,153
11,11,53,3,177,3453,180,3240,188,3251,194,2933,175,2963,130,3166,47,3857,59,3719,107,3178,208,3342,200,3815,69,4476,151
6,12,53,3,543,11216,643,10309,668,11082,672,9787,573,10937,446,11479,246,12646,241,11338,312,10283,378,11527,406,11087,284,12805,400
13,13,53,3,359,9539,443,8842,350,9464,442,8292,406,8951,206,9186,143,11027,136,10565,170,9234,239,10316,290,10219,184,10827,293
15,14,53,3,290,5314,320,4795,331,5113,346,4682,286,4674,253,4959,116,5871,101,5695,212,4974,331,5217,334,5895,134,6642,250
16,15,53,3,302,4996,305,4589,370,4777,344,4357,325,4506,229,4679,78,5626,92,5192,180,4720,310,5081,284,5682,146,6371,251
8,16,53,3,803,16246,692,14415,927,15264,973,14102,869,15275,740,15597,398,18819,282,17968,593,15893,912,17051,598,15624,355,20759,607
9,17,53,3,92,2062,69,1921,104,1999,120,1819,85,1878,95,1980,39,2484,30,2425,50,1970,68,2250,74,2145,33,2561,77
