adcode,bodyType,forecastVolum,id,model,province,regMonth,regYear,salesVolume,popularity,carCommentVolum,newsReplyVolum,label,mt,model_adcode,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10
440000,1,,0,7,广东,2,2017,39.0,4488.0,233.0,1522.0,39.0,14,440007,130.0,569.0,625.0,949.0,767.0,5607.0,1784.0,297.0,542.0,695.0
450000,1,,0,7,广西,2,2017,34.0,731.0,233.0,1522.0,34.0,14,450007,93.0,260.0,308.0,341.0,186.0,799.0,892.0,254.0,260.0,475.0
320000,1,,0,7,江苏,2,2017,628.0,5500.0,233.0,1522.0,628.0,14,320007,991.0,698.0,2143.0,1466.0,2094.0,1728.0,3032.0,461.0,939.0,2657.0
360000,1,,0,7,江西,2,2017,92.0,1232.0,233.0,1522.0,92.0,14,360007,251.0,420.0,973.0,753.0,614.0,1027.0,1579.0,211.0,502.0,923.0
130000,1,,0,7,河北,2,2017,56.0,2024.0,233.0,1522.0,56.0,14,130007,546.0,891.0,1723.0,691.0,530.0,2119.0,2375.0,754.0,708.0,900.0
410000,1,,0,7,河南,2,2017,97.0,3085.0,233.0,1522.0,97.0,14,410007,508.0,1026.0,2463.0,1000.0,1865.0,2952.0,5309.0,892.0,1331.0,1683.0
330000,1,,0,7,浙江,2,2017,309.0,3674.0,233.0,1522.0,309.0,14,330007,348.0,370.0,895.0,1003.0,1022.0,795.0,1679.0,174.0,1119.0,1289.0
420000,1,,0,7,湖北,2,2017,94.0,1782.0,233.0,1522.0,94.0,14,420007,200.0,401.0,1002.0,1025.0,605.0,1566.0,2049.0,134.0,597.0,929.0
430000,1,,0,7,湖南,2,2017,83.0,1479.0,233.0,1522.0,83.0,14,430007,385.0,631.0,1085.0,1217.0,488.0,1651.0,2461.0,439.0,498.0,989.0
350000,1,,0,7,福建,2,2017,20.0,1144.0,233.0,1522.0,20.0,14,350007,188.0,180.0,440.0,522.0,361.0,264.0,596.0,102.0,311.0,546.0
210000,1,,0,7,辽宁,2,2017,21.0,830.0,233.0,1522.0,21.0,14,210007,53.0,135.0,268.0,254.0,161.0,241.0,769.0,47.0,127.0,205.0
500000,1,,0,7,重庆,2,2017,20.0,605.0,233.0,1522.0,20.0,14,500007,131.0,661.0,617.0,420.0,326.0,803.0,877.0,630.0,260.0,296.0
610000,1,,0,7,陕西,2,2017,51.0,1331.0,233.0,1522.0,51.0,14,610007,412.0,604.0,631.0,365.0,349.0,620.0,1008.0,498.0,315.0,413.0
230000,1,,0,7,黑龙江,2,2017,11.0,704.0,233.0,1522.0,11.0,14,230007,66.0,76.0,162.0,142.0,69.0,399.0,579.0,7.0,80.0,118.0
310000,0,,0,8,上海,2,2017,540.0,4019.0,245.0,6204.0,540.0,14,310008,815.0,154.0,161.0,275.0,325.0,175.0,389.0,1909.0,264.0,76.0
530000,0,,0,8,云南,2,2017,288.0,1877.0,245.0,6204.0,288.0,14,530008,585.0,194.0,386.0,409.0,40.0,160.0,208.0,656.0,206.0,95.0
150000,0,,0,8,内蒙古,2,2017,195.0,1481.0,245.0,6204.0,195.0,14,150008,303.0,127.0,146.0,370.0,31.0,236.0,413.0,268.0,219.0,99.0
110000,0,,0,8,北京,2,2017,394.0,5765.0,245.0,6204.0,394.0,14,110008,376.0,71.0,210.0,402.0,40.0,232.0,143.0,217.0,601.0,74.0
510000,0,,0,8,四川,2,2017,611.0,8312.0,245.0,6204.0,611.0,14,510008,1096.0,448.0,509.0,1589.0,216.0,609.0,531.0,1355.0,391.0,309.0
340000,0,,0,8,安徽,2,2017,457.0,2915.0,245.0,6204.0,457.0,14,340008,952.0,712.0,387.0,921.0,357.0,358.0,385.0,1460.0,495.0,578.0
370000,0,,0,8,山东,2,2017,522.0,6727.0,245.0,6204.0,522.0,14,370008,940.0,549.0,444.0,1329.0,320.0,1788.0,803.0,1885.0,1031.0,902.0
140000,0,,0,8,山西,2,2017,248.0,2028.0,245.0,6204.0,248.0,14,140008,229.0,153.0,175.0,401.0,30.0,502.0,131.0,692.0,316.0,238.0
440000,0,,0,8,广东,2,2017,463.0,9435.0,245.0,6204.0,463.0,14,440008,854.0,496.0,3229.0,475.0,121.0,5306.0,130.0,625.0,2666.0,126.0
450000,0,,0,8,广西,2,2017,210.0,1453.0,245.0,6204.0,210.0,14,450008,218.0,121.0,381.0,225.0,68.0,1195.0,93.0,308.0,193.0,93.0
320000,0,,0,8,江苏,2,2017,939.0,7171.0,245.0,6204.0,939.0,14,320008,1586.0,768.0,690.0,1623.0,893.0,1247.0,991.0,2143.0,1070.0,300.0
360000,0,,0,8,江西,2,2017,397.0,2443.0,245.0,6204.0,397.0,14,360008,754.0,453.0,381.0,398.0,169.0,857.0,251.0,973.0,346.0,151.0
130000,0,,0,8,河北,2,2017,404.0,4359.0,245.0,6204.0,404.0,14,130008,652.0,476.0,407.0,1565.0,80.0,1214.0,546.0,1723.0,789.0,748.0
410000,0,,0,8,河南,2,2017,589.0,5670.0,245.0,6204.0,589.0,14,410008,856.0,910.0,507.0,1489.0,183.0,1278.0,508.0,2463.0,692.0,524.0
330000,0,,0,8,浙江,2,2017,537.0,5019.0,245.0,6204.0,537.0,14,330008,1749.0,744.0,732.0,961.0,445.0,700.0,348.0,895.0,1138.0,101.0
420000,0,,0,8,湖北,2,2017,485.0,4246.0,245.0,6204.0,485.0,14,420008,941.0,443.0,698.0,805.0,211.0,736.0,200.0,1002.0,749.0,275.0
430000,0,,0,8,湖南,2,2017,467.0,3679.0,245.0,6204.0,467.0,14,430008,1003.0,378.0,570.0,427.0,201.0,1244.0,385.0,1085.0,710.0,308.0
350000,0,,0,8,福建,2,2017,257.0,2538.0,245.0,6204.0,257.0,14,350008,667.0,265.0,605.0,385.0,54.0,769.0,188.0,440.0,509.0,60.0
210000,0,,0,8,辽宁,2,2017,172.0,1698.0,245.0,6204.0,172.0,14,210008,253.0,75.0,253.0,414.0,28.0,1059.0,53.0,268.0,898.0,149.0
500000,0,,0,8,重庆,2,2017,252.0,1773.0,245.0,6204.0,252.0,14,500008,452.0,124.0,139.0,296.0,28.0,333.0,131.0,617.0,159.0,168.0
610000,0,,0,8,陕西,2,2017,184.0,2302.0,245.0,6204.0,184.0,14,610008,395.0,144.0,140.0,404.0,107.0,289.0,412.0,631.0,227.0,209.0
230000,0,,0,8,黑龙江,2,2017,121.0,1490.0,245.0,6204.0,121.0,14,230008,213.0,43.0,111.0,462.0,11.0,350.0,66.0,162.0,366.0,126.0
310000,1,,0,9,上海,2,2017,513.0,2865.0,590.0,3974.0,513.0,14,310009,1909.0,389.0,325.0,175.0,382.0,940.0,275.0,174.0,60.0,315.0
530000,1,,0,9,云南,2,2017,167.0,1245.0,590.0,3974.0,167.0,14,530009,656.0,208.0,40.0,160.0,484.0,400.0,409.0,444.0,181.0,452.0
150000,1,,0,9,内蒙古,2,2017,178.0,1088.0,590.0,3974.0,178.0,14,150009,268.0,413.0,31.0,236.0,551.0,322.0,370.0,221.0,117.0,427.0
110000,1,,0,9,北京,2,2017,74.0,4058.0,590.0,3974.0,74.0,14,110009,217.0,143.0,40.0,232.0,212.0,659.0,402.0,309.0,105.0,125.0
510000,1,,0,9,四川,2,2017,763.0,7421.0,590.0,3974.0,763.0,14,510009,1355.0,531.0,216.0,609.0,1223.0,1072.0,1589.0,743.0,816.0,1017.0
340000,1,,0,9,安徽,2,2017,968.0,3405.0,590.0,3974.0,968.0,14,340009,1460.0,385.0,357.0,358.0,1515.0,1015.0,921.0,855.0,251.0,741.0
370000,1,,0,9,山东,2,2017,1323.0,7281.0,590.0,3974.0,1323.0,14,370009,1885.0,803.0,320.0,1788.0,1706.0,1077.0,1329.0,687.0,600.0,2330.0
140000,1,,0,9,山西,2,2017,283.0,1768.0,590.0,3974.0,283.0,14,140009,692.0,131.0,30.0,502.0,533.0,375.0,401.0,192.0,192.0,1165.0
440000,1,,0,9,广东,2,2017,488.0,8083.0,590.0,3974.0,488.0,14,440009,625.0,130.0,121.0,5306.0,5607.0,949.0,475.0,542.0,297.0,368.0
450000,1,,0,9,广西,2,2017,293.0,1393.0,590.0,3974.0,293.0,14,450009,308.0,93.0,68.0,1195.0,799.0,341.0,225.0,260.0,254.0,365.0
320000,1,,0,9,江苏,2,2017,2401.0,8710.0,590.0,3974.0,2401.0,14,320009,2143.0,991.0,893.0,1247.0,1728.0,1466.0,1623.0,939.0,461.0,1167.0
360000,1,,0,9,江西,2,2017,549.0,2360.0,590.0,3974.0,549.0,14,360009,973.0,251.0,169.0,857.0,1027.0,753.0,398.0,502.0,211.0,641.0
130000,1,,0,9,河北,2,2017,720.0,4320.0,590.0,3974.0,720.0,14,130009,1723.0,546.0,80.0,1214.0,2119.0,691.0,1565.0,708.0,754.0,1932.0
410000,1,,0,9,河南,2,2017,1042.0,6158.0,590.0,3974.0,1042.0,14,410009,2463.0,508.0,183.0,1278.0,2952.0,1000.0,1489.0,1331.0,892.0,1731.0
330000,1,,0,9,浙江,2,2017,1038.0,5670.0,590.0,3974.0,1038.0,14,330009,895.0,348.0,445.0,700.0,795.0,1003.0,961.0,1119.0,174.0,504.0
420000,1,,0,9,湖北,2,2017,480.0,3161.0,590.0,3974.0,480.0,14,420009,1002.0,200.0,211.0,736.0,1566.0,1025.0,805.0,597.0,134.0,298.0
430000,1,,0,9,湖南,2,2017,516.0,2804.0,590.0,3974.0,516.0,14,430009,1085.0,385.0,201.0,1244.0,1651.0,1217.0,427.0,498.0,439.0,576.0
350000,1,,0,9,福建,2,2017,402.0,2282.0,590.0,3974.0,402.0,14,350009,440.0,188.0,54.0,769.0,264.0,522.0,385.0,311.0,102.0,215.0
210000,1,,0,9,辽宁,2,2017,149.0,1376.0,590.0,3974.0,149.0,14,210009,268.0,53.0,28.0,1059.0,241.0,254.0,414.0,127.0,47.0,394.0
500000,1,,0,9,重庆,2,2017,163.0,1071.0,590.0,3974.0,163.0,14,500009,617.0,131.0,28.0,333.0,803.0,420.0,296.0,260.0,630.0,353.0
610000,1,,0,9,陕西,2,2017,242.0,2238.0,590.0,3974.0,242.0,14,610009,631.0,412.0,107.0,289.0,620.0,365.0,404.0,315.0,498.0,754.0
230000,1,,0,9,黑龙江,2,2017,130.0,1106.0,590.0,3974.0,130.0,14,230009,162.0,66.0,11.0,350.0,399.0,142.0,462.0,80.0,7.0,280.0
310000,1,,0,10,上海,2,2017,27.0,680.0,259.0,4868.0,27.0,14,310010,241.0,63.0,60.0,174.0,68.0,333.0,423.0,154.0,180.0,138.0
530000,1,,0,10,云南,2,2017,172.0,640.0,259.0,4868.0,172.0,14,530010,290.0,421.0,181.0,444.0,140.0,1050.0,1354.0,194.0,1059.0,406.0
150000,1,,0,10,内蒙古,2,2017,124.0,555.0,259.0,4868.0,124.0,14,150010,284.0,363.0,117.0,221.0,78.0,185.0,814.0,127.0,520.0,304.0
110000,1,,0,10,北京,2,2017,74.0,1939.0,259.0,4868.0,74.0,14,110010,105.0,86.0,105.0,309.0,34.0,178.0,274.0,71.0,101.0,173.0
510000,1,,0,10,四川,2,2017,797.0,3350.0,259.0,4868.0,797.0,14,510010,983.0,724.0,816.0,743.0,275.0,1063.0,2540.0,448.0,1860.0,1186.0
340000,1,,0,10,安徽,2,2017,436.0,1254.0,259.0,4868.0,436.0,14,340010,1186.0,576.0,251.0,855.0,209.0,1965.0,2495.0,712.0,1440.0,574.0
370000,1,,0,10,山东,2,2017,1009.0,2665.0,259.0,4868.0,1009.0,14,370010,1261.0,1529.0,600.0,687.0,241.0,2858.0,3467.0,549.0,2217.0,723.0
140000,1,,0,10,山西,2,2017,248.0,1039.0,259.0,4868.0,248.0,14,140010,313.0,615.0,192.0,192.0,67.0,701.0,743.0,153.0,772.0,417.0
440000,1,,0,10,广东,2,2017,399.0,4479.0,259.0,4868.0,399.0,14,440010,905.0,718.0,297.0,542.0,510.0,3465.0,1784.0,496.0,1040.0,569.0
450000,1,,0,10,广西,2,2017,303.0,806.0,259.0,4868.0,303.0,14,450010,471.0,452.0,254.0,260.0,161.0,2981.0,892.0,121.0,738.0,260.0
320000,1,,0,10,江苏,2,2017,648.0,2468.0,259.0,4868.0,648.0,14,320010,1631.0,543.0,461.0,939.0,484.0,2028.0,3032.0,768.0,1540.0,698.0
360000,1,,0,10,江西,2,2017,364.0,954.0,259.0,4868.0,364.0,14,360010,658.0,634.0,211.0,502.0,258.0,827.0,1579.0,453.0,1015.0,420.0
130000,1,,0,10,河北,2,2017,641.0,2217.0,259.0,4868.0,641.0,14,130010,950.0,1304.0,754.0,708.0,164.0,1366.0,2375.0,476.0,1882.0,891.0
410000,1,,0,10,河南,2,2017,888.0,3050.0,259.0,4868.0,888.0,14,410010,1894.0,1526.0,892.0,1331.0,252.0,6024.0,5309.0,910.0,2324.0,1026.0
330000,1,,0,10,浙江,2,2017,639.0,2790.0,259.0,4868.0,639.0,14,330010,574.0,438.0,174.0,1119.0,332.0,934.0,1679.0,744.0,958.0,370.0
420000,1,,0,10,湖北,2,2017,347.0,1281.0,259.0,4868.0,347.0,14,420010,755.0,635.0,134.0,597.0,267.0,1137.0,2049.0,443.0,1148.0,401.0
430000,1,,0,10,湖南,2,2017,438.0,1164.0,259.0,4868.0,438.0,14,430010,938.0,773.0,439.0,498.0,286.0,1658.0,2461.0,378.0,1235.0,631.0
350000,1,,0,10,福建,2,2017,268.0,1200.0,259.0,4868.0,268.0,14,350010,462.0,249.0,102.0,311.0,185.0,453.0,596.0,265.0,518.0,180.0
210000,1,,0,10,辽宁,2,2017,149.0,788.0,259.0,4868.0,149.0,14,210010,181.0,287.0,47.0,127.0,101.0,408.0,769.0,75.0,311.0,135.0
500000,1,,0,10,重庆,2,2017,291.0,604.0,259.0,4868.0,291.0,14,500010,557.0,296.0,630.0,260.0,179.0,324.0,877.0,124.0,489.0,661.0
610000,1,,0,10,陕西,2,2017,422.0,1527.0,259.0,4868.0,422.0,14,610010,639.0,815.0,498.0,315.0,89.0,937.0,1008.0,144.0,1036.0,604.0
230000,1,,0,10,黑龙江,2,2017,104.0,582.0,259.0,4868.0,104.0,14,230010,102.0,166.0,7.0,80.0,60.0,394.0,579.0,43.0,401.0,76.0
310000,1,,0,11,上海,2,2017,40.0,543.0,253.0,28.0,40.0,14,310011,60.0,174.0,423.0,79.0,333.0,68.0,180.0,241.0,138.0,154.0
530000,1,,0,11,云南,2,2017,246.0,812.0,253.0,28.0,246.0,14,530011,181.0,444.0,1354.0,296.0,1050.0,140.0,1059.0,290.0,406.0,194.0
150000,1,,0,11,内蒙古,2,2017,164.0,721.0,253.0,28.0,164.0,14,150011,117.0,221.0,814.0,248.0,185.0,78.0,520.0,284.0,304.0,127.0
110000,1,,0,11,北京,2,2017,74.0,1908.0,253.0,28.0,74.0,14,110011,105.0,309.0,274.0,118.0,178.0,34.0,101.0,105.0,173.0,71.0
510000,1,,0,11,四川,2,2017,451.0,3835.0,253.0,28.0,451.0,14,510011,816.0,743.0,2540.0,1326.0,1063.0,275.0,1860.0,983.0,1186.0,448.0
340000,1,,0,11,安徽,2,2017,272.0,1146.0,253.0,28.0,272.0,14,340011,251.0,855.0,2495.0,903.0,1965.0,209.0,1440.0,1186.0,574.0,712.0
370000,1,,0,11,山东,2,2017,762.0,3342.0,253.0,28.0,762.0,14,370011,600.0,687.0,3467.0,1878.0,2858.0,241.0,2217.0,1261.0,723.0,549.0
140000,1,,0,11,山西,2,2017,366.0,1438.0,253.0,28.0,366.0,14,140011,192.0,192.0,743.0,603.0,701.0,67.0,772.0,313.0,417.0,153.0
440000,1,,0,11,广东,2,2017,363.0,4566.0,253.0,28.0,363.0,14,440011,297.0,542.0,1784.0,914.0,3465.0,510.0,1040.0,905.0,569.0,496.0
450000,1,,0,11,广西,2,2017,233.0,835.0,253.0,28.0,233.0,14,450011,254.0,260.0,892.0,666.0,2981.0,161.0,738.0,471.0,260.0,121.0
320000,1,,0,11,江苏,2,2017,405.0,2557.0,253.0,28.0,405.0,14,320011,461.0,939.0,3032.0,910.0,2028.0,484.0,1540.0,1631.0,698.0,768.0
360000,1,,0,11,江西,2,2017,247.0,1036.0,253.0,28.0,247.0,14,360011,211.0,502.0,1579.0,999.0,827.0,258.0,1015.0,658.0,420.0,453.0
130000,1,,0,11,河北,2,2017,951.0,3027.0,253.0,28.0,951.0,14,130011,754.0,708.0,2375.0,1110.0,1366.0,164.0,1882.0,950.0,891.0,476.0
410000,1,,0,11,河南,2,2017,717.0,3511.0,253.0,28.0,717.0,14,410011,892.0,1331.0,5309.0,2272.0,6024.0,252.0,2324.0,1894.0,1026.0,910.0
330000,1,,0,11,浙江,2,2017,306.0,2269.0,253.0,28.0,306.0,14,330011,174.0,1119.0,1679.0,1028.0,934.0,332.0,958.0,574.0,370.0,744.0
420000,1,,0,11,湖北,2,2017,255.0,1689.0,253.0,28.0,255.0,14,420011,134.0,597.0,2049.0,1004.0,1137.0,267.0,1148.0,755.0,401.0,443.0
430000,1,,0,11,湖南,2,2017,321.0,1465.0,253.0,28.0,321.0,14,430011,439.0,498.0,2461.0,1133.0,1658.0,286.0,1235.0,938.0,631.0,378.0
350000,1,,0,11,福建,2,2017,153.0,1159.0,253.0,28.0,153.0,14,350011,102.0,311.0,596.0,434.0,453.0,185.0,518.0,462.0,180.0,265.0
210000,1,,0,11,辽宁,2,2017,222.0,1100.0,253.0,28.0,222.0,14,210011,47.0,127.0,769.0,199.0,408.0,101.0,311.0,181.0,135.0,75.0
500000,1,,0,11,重庆,2,2017,142.0,671.0,253.0,28.0,142.0,14,500011,630.0,260.0,877.0,432.0,324.0,179.0,489.0,557.0,661.0,124.0
610000,1,,0,11,陕西,2,2017,410.0,1904.0,253.0,28.0,410.0,14,610011,498.0,315.0,1008.0,919.0,937.0,89.0,1036.0,639.0,604.0,144.0
230000,1,,0,11,黑龙江,2,2017,145.0,821.0,253.0,28.0,145.0,14,230011,7.0,80.0,579.0,135.0,394.0,60.0,401.0,102.0,76.0,43.0
310000,0,,0,12,上海,2,2017,102.0,951.0,142.0,2770.0,102.0,14,310012,423.0,333.0,63.0,60.0,199.0,241.0,154.0,174.0,138.0,76.0
530000,0,,0,12,云南,2,2017,575.0,1023.0,142.0,2770.0,575.0,14,530012,1354.0,1050.0,421.0,181.0,4785.0,290.0,194.0,444.0,406.0,95.0
150000,0,,0,12,内蒙古,2,2017,270.0,687.0,142.0,2770.0,270.0,14,150012,814.0,185.0,363.0,117.0,504.0,284.0,127.0,221.0,304.0,99.0
110000,0,,0,12,北京,2,2017,86.0,2164.0,142.0,2770.0,86.0,14,110012,274.0,178.0,86.0,105.0,151.0,105.0,71.0,309.0,173.0,74.0
510000,0,,0,12,四川,2,2017,1194.0,4490.0,142.0,2770.0,1194.0,14,510012,2540.0,1063.0,724.0,816.0,1724.0,983.0,448.0,743.0,1186.0,309.0
340000,0,,0,12,安徽,2,2017,720.0,1580.0,142.0,2770.0,720.0,14,340012,2495.0,1965.0,576.0,251.0,2152.0,1186.0,712.0,855.0,574.0,578.0
370000,0,,0,12,山东,2,2017,1109.0,3538.0,142.0,2770.0,1109.0,14,370012,3467.0,2858.0,1529.0,600.0,4483.0,1261.0,549.0,687.0,723.0,902.0
140000,0,,0,12,山西,2,2017,404.0,1576.0,142.0,2770.0,404.0,14,140012,743.0,701.0,615.0,192.0,2093.0,313.0,153.0,192.0,417.0,238.0
440000,0,,0,12,广东,2,2017,446.0,4202.0,142.0,2770.0,446.0,14,440012,1784.0,3465.0,718.0,297.0,1611.0,905.0,496.0,542.0,569.0,126.0
450000,0,,0,12,广西,2,2017,330.0,628.0,142.0,2770.0,330.0,14,450012,892.0,2981.0,452.0,254.0,3084.0,471.0,121.0,260.0,260.0,93.0
320000,0,,0,12,江苏,2,2017,1130.0,3111.0,142.0,2770.0,1130.0,14,320012,3032.0,2028.0,543.0,461.0,2165.0,1631.0,768.0,939.0,698.0,300.0
360000,0,,0,12,江西,2,2017,377.0,969.0,142.0,2770.0,377.0,14,360012,1579.0,827.0,634.0,211.0,1290.0,658.0,453.0,502.0,420.0,151.0
130000,0,,0,12,河北,2,2017,1126.0,2936.0,142.0,2770.0,1126.0,14,130012,2375.0,1366.0,1304.0,754.0,3870.0,950.0,476.0,708.0,891.0,748.0
410000,0,,0,12,河南,2,2017,1002.0,3686.0,142.0,2770.0,1002.0,14,410012,5309.0,6024.0,1526.0,892.0,5825.0,1894.0,910.0,1331.0,1026.0,524.0
330000,0,,0,12,浙江,2,2017,565.0,2105.0,142.0,2770.0,565.0,14,330012,1679.0,934.0,438.0,174.0,1260.0,574.0,744.0,1119.0,370.0,101.0
420000,0,,0,12,湖北,2,2017,463.0,1661.0,142.0,2770.0,463.0,14,420012,2049.0,1137.0,635.0,134.0,1919.0,755.0,443.0,597.0,401.0,275.0
430000,0,,0,12,湖南,2,2017,439.0,1261.0,142.0,2770.0,439.0,14,430012,2461.0,1658.0,773.0,439.0,2364.0,938.0,378.0,498.0,631.0,308.0
350000,0,,0,12,福建,2,2017,365.0,960.0,142.0,2770.0,365.0,14,350012,596.0,453.0,249.0,102.0,592.0,462.0,265.0,311.0,180.0,60.0
210000,0,,0,12,辽宁,2,2017,224.0,776.0,142.0,2770.0,224.0,14,210012,769.0,408.0,287.0,47.0,924.0,181.0,75.0,127.0,135.0,149.0
500000,0,,0,12,重庆,2,2017,274.0,767.0,142.0,2770.0,274.0,14,500012,877.0,324.0,296.0,630.0,250.0,557.0,124.0,260.0,661.0,168.0
610000,0,,0,12,陕西,2,2017,394.0,1351.0,142.0,2770.0,394.0,14,610012,1008.0,937.0,815.0,498.0,2072.0,639.0,144.0,315.0,604.0,209.0
230000,0,,0,12,黑龙江,2,2017,372.0,1189.0,142.0,2770.0,372.0,14,230012,579.0,394.0,166.0,7.0,506.0,102.0,43.0,80.0,76.0,126.0
310000,0,,0,13,上海,2,2017,192.0,4232.0,215.0,9839.0,192.0,14,310013,60.0,63.0,174.0,180.0,138.0,241.0,333.0,154.0,79.0,76.0
530000,0,,0,13,云南,2,2017,680.0,3693.0,215.0,9839.0,680.0,14,530013,181.0,421.0,444.0,1059.0,406.0,290.0,1050.0,194.0,296.0,95.0
150000,0,,0,13,内蒙古,2,2017,347.0,2435.0,215.0,9839.0,347.0,14,150013,117.0,363.0,221.0,520.0,304.0,284.0,185.0,127.0,248.0,99.0
110000,0,,0,13,北京,2,2017,176.0,8596.0,215.0,9839.0,176.0,14,110013,105.0,86.0,309.0,101.0,173.0,105.0,178.0,71.0,118.0,74.0
510000,0,,0,13,四川,2,2017,1081.0,14741.0,215.0,9839.0,1081.0,14,510013,816.0,724.0,743.0,1860.0,1186.0,983.0,1063.0,448.0,1326.0,309.0
340000,0,,0,13,安徽,2,2017,863.0,5001.0,215.0,9839.0,863.0,14,340013,251.0,576.0,855.0,1440.0,574.0,1186.0,1965.0,712.0,903.0,578.0
370000,0,,0,13,山东,2,2017,1356.0,10410.0,215.0,9839.0,1356.0,14,370013,600.0,1529.0,687.0,2217.0,723.0,1261.0,2858.0,549.0,1878.0,902.0
140000,0,,0,13,山西,2,2017,357.0,4200.0,215.0,9839.0,357.0,14,140013,192.0,615.0,192.0,772.0,417.0,313.0,701.0,153.0,603.0,238.0
440000,0,,0,13,广东,2,2017,653.0,16343.0,215.0,9839.0,653.0,14,440013,297.0,718.0,542.0,1040.0,569.0,905.0,3465.0,496.0,914.0,126.0
450000,0,,0,13,广西,2,2017,381.0,2320.0,215.0,9839.0,381.0,14,450013,254.0,452.0,260.0,738.0,260.0,471.0,2981.0,121.0,666.0,93.0
320000,0,,0,13,江苏,2,2017,1760.0,11767.0,215.0,9839.0,1760.0,14,320013,461.0,543.0,939.0,1540.0,698.0,1631.0,2028.0,768.0,910.0,300.0
360000,0,,0,13,江西,2,2017,453.0,2925.0,215.0,9839.0,453.0,14,360013,211.0,634.0,502.0,1015.0,420.0,658.0,827.0,453.0,999.0,151.0
130000,0,,0,13,河北,2,2017,1231.0,7599.0,215.0,9839.0,1231.0,14,130013,754.0,1304.0,708.0,1882.0,891.0,950.0,1366.0,476.0,1110.0,748.0
410000,0,,0,13,河南,2,2017,1586.0,12404.0,215.0,9839.0,1586.0,14,410013,892.0,1526.0,1331.0,2324.0,1026.0,1894.0,6024.0,910.0,2272.0,524.0
330000,0,,0,13,浙江,2,2017,826.0,8465.0,215.0,9839.0,826.0,14,330013,174.0,438.0,1119.0,958.0,370.0,574.0,934.0,744.0,1028.0,101.0
420000,0,,0,13,湖北,2,2017,551.0,5867.0,215.0,9839.0,551.0,14,420013,134.0,635.0,597.0,1148.0,401.0,755.0,1137.0,443.0,1004.0,275.0
430000,0,,0,13,湖南,2,2017,732.0,4903.0,215.0,9839.0,732.0,14,430013,439.0,773.0,498.0,1235.0,631.0,938.0,1658.0,378.0,1133.0,308.0
350000,0,,0,13,福建,2,2017,364.0,3709.0,215.0,9839.0,364.0,14,350013,102.0,249.0,311.0,518.0,180.0,462.0,453.0,265.0,434.0,60.0
210000,0,,0,13,辽宁,2,2017,415.0,3350.0,215.0,9839.0,415.0,14,210013,47.0,287.0,127.0,311.0,135.0,181.0,408.0,75.0,199.0,149.0
500000,0,,0,13,重庆,2,2017,373.0,2680.0,215.0,9839.0,373.0,14,500013,630.0,296.0,260.0,489.0,661.0,557.0,324.0,124.0,432.0,168.0
610000,0,,0,13,陕西,2,2017,303.0,4036.0,215.0,9839.0,303.0,14,610013,498.0,815.0,315.0,1036.0,604.0,639.0,937.0,144.0,919.0,209.0
230000,0,,0,13,黑龙江,2,2017,365.0,3235.0,215.0,9839.0,365.0,14,230013,7.0,166.0,80.0,401.0,76.0,102.0,394.0,43.0,135.0,126.0
310000,1,,0,14,上海,2,2017,433.0,639.0,193.0,2569.0,433.0,14,310014,264.0,382.0,264.0,339.0,371.0,815.0,415.0,940.0,208.0,95.0
530000,1,,0,14,云南,2,2017,300.0,594.0,193.0,2569.0,300.0,14,530014,206.0,484.0,403.0,409.0,215.0,585.0,500.0,400.0,142.0,181.0
150000,1,,0,14,内蒙古,2,2017,276.0,313.0,193.0,2569.0,276.0,14,150014,219.0,551.0,534.0,519.0,41.0,303.0,273.0,322.0,74.0,327.0
110000,1,,0,14,北京,2,2017,923.0,1022.0,193.0,2569.0,923.0,14,110014,601.0,212.0,741.0,1263.0,131.0,376.0,534.0,659.0,253.0,99.0
510000,1,,0,14,四川,2,2017,454.0,2130.0,193.0,2569.0,454.0,14,510014,391.0,1223.0,940.0,1390.0,550.0,1096.0,933.0,1072.0,673.0,398.0
340000,1,,0,14,安徽,2,2017,364.0,867.0,193.0,2569.0,364.0,14,340014,495.0,1515.0,247.0,667.0,508.0,952.0,404.0,1015.0,964.0,484.0
370000,1,,0,14,山东,2,2017,778.0,1201.0,193.0,2569.0,778.0,14,370014,1031.0,1706.0,688.0,1861.0,410.0,940.0,911.0,1077.0,1011.0,723.0
140000,1,,0,14,山西,2,2017,474.0,438.0,193.0,2569.0,474.0,14,140014,316.0,533.0,274.0,426.0,74.0,229.0,213.0,375.0,128.0,149.0
440000,1,,0,14,广东,2,2017,180.0,2004.0,193.0,2569.0,180.0,14,440014,2666.0,5607.0,1849.0,727.0,1023.0,854.0,1526.0,949.0,767.0,97.0
450000,1,,0,14,广西,2,2017,71.0,289.0,193.0,2569.0,71.0,14,450014,193.0,799.0,364.0,225.0,208.0,218.0,323.0,341.0,186.0,66.0
320000,1,,0,14,江苏,2,2017,1058.0,1689.0,193.0,2569.0,1058.0,14,320014,1070.0,1728.0,658.0,1336.0,1142.0,1586.0,821.0,1466.0,2094.0,333.0
360000,1,,0,14,江西,2,2017,151.0,428.0,193.0,2569.0,151.0,14,360014,346.0,1027.0,334.0,364.0,290.0,754.0,297.0,753.0,614.0,264.0
